ID,Player,Location,Span,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,0
7547,S Fouche (NAM),T,2023-2023,7,7,0,209,83,29.85,317,65.93,0,2,2
7548,S Jeganathan (SL),A,1983-1988,3,2,0,2,1,1,15,13.33,0,0,0
7549,S Jeganathan (SL),N,1987-1987,2,2,1,23,20*,23,24,95.83,0,0,0
7550,S Jeganathan (SL),T,1983-1988,5,4,1,25,20*,8.33,39,64.1,0,0,0
7551,S Jora (NEPAL),H,2023-2023,4,4,0,37,28,9.25,47,78.72,0,0,0
7552,S Jora (NEPAL),A,2019-2019,1,1,0,19,19,19,20,95,0,0,0
7553,S Jora (NEPAL),T,2019-2023,5,5,0,56,28,11.2,67,83.58,0,0,0
7554,S Jyoti (CAN),H,2006-2009,3,2,1,36,19*,36,56,64.28,0,0,0
7555,S Jyoti (CAN),A,2009-2009,3,3,0,131,117,43.66,171,76.6,1,0,1
7556,S Jyoti (CAN),N,2006-2010,8,8,0,97,38,12.12,215,45.11,0,0,2
7557,S Jyoti (CAN),T,2006-2010,14,13,1,264,117,22,442,59.72,1,0,3
7558,S Kaul (IND),A,2018-2018,2,1,0,1,1,1,2,50,0,0,0
7559,S Kaul (IND),N,2018-2018,1,1,0,0,0,0,1,0,0,0,1
7560,S Kaul (IND),T,2018-2018,3,2,0,1,1,0.5,3,33.33,0,0,1
7561,S Keshvani (CAN),H,2009-2009,2,-,-,-,-,-,-,-,-,-,-
7562,S Keshvani (CAN),A,2009-2009,3,2,0,21,17,10.5,38,55.26,0,0,0
7563,S Keshvani (CAN),T,2009-2009,5,2,0,21,17,10.5,38,55.26,0,0,0
7564,S Lamichhane (NEPAL),H,2020-2023,16,9,2,88,28,12.57,76,115.78,0,0,2
7565,S Lamichhane (NEPAL),A,2018-2023,15,12,3,146,27,16.22,182,80.21,0,0,1
7566,S Lamichhane (NEPAL),N,2018-2023,12,8,2,50,35*,8.33,73,68.49,0,0,3
7567,S Lamichhane (NEPAL),T,2018-2023,43,29,7,284,35*,12.9,331,85.8,0,0,6
7568,S Lee (AUS),H,1995-2000,25,21,5,344,41,21.5,330,104.24,0,0,1
7569,S Lee (AUS),A,1996-2001,16,12,3,127,47,14.11,156,81.41,0,0,2
7570,S Lee (AUS),N,1996-2000,4,2,0,6,4,3,14,42.85,0,0,0
7571,S Lee (AUS),T,1995-2001,45,35,8,477,47,17.66,500,95.4,0,0,3
7572,S Madan Lal (IND),H,1981-1987,28,12,4,134,38,16.75,172,77.9,0,0,0
7573,S Madan Lal (IND),A,1974-1985,16,9,4,105,53*,21,179,58.65,0,1,0
7574,S Madan Lal (IND),N,1975-1986,23,14,6,162,27,20.25,294,55.1,0,0,1
7575,S Madan Lal (IND),T,1974-1987,67,35,14,401,53*,19.09,645,62.17,0,1,1
7576,S Mahmood (ENG),H,2020-2021,6,2,0,20,12,10,31,64.51,0,0,0
7577,S Mahmood (ENG),A,2020-2023,2,-,-,-,-,-,-,-,-,-,-
7578,S Mahmood (ENG),T,2020-2023,8,2,0,20,12,10,31,64.51,0,0,0
7579,S Matsikenyeri (ZIM),H,2002-2009,46,44,3,952,89,23.21,1232,77.27,0,6,4
7580,S Matsikenyeri (ZIM),A,2003-2012,51,50,4,990,90,21.52,1445,68.51,0,6,4
7581,S Matsikenyeri (ZIM),N,2003-2015,16,16,2,282,73*,20.14,395,71.39,0,1,0
7582,S Matsikenyeri (ZIM),T,2002-2015,113,110,9,2224,90,22.01,3072,72.39,0,13,8
7583,S Mukuddem (BMUDA),A,2006-2007,6,6,2,99,39*,24.75,218,45.41,0,0,0
7584,S Mukuddem (BMUDA),N,2006-2007,14,12,2,232,57,23.2,432,53.7,0,1,2
7585,S Mukuddem (BMUDA),T,2006-2007,20,18,4,331,57,23.64,650,50.92,0,1,2
7586,S Prasanna (SL),H,2011-2017,10,8,1,27,20,3.85,32,84.37,0,0,3
7587,S Prasanna (SL),A,2014-2019,16,16,0,256,95,16,219,116.89,0,2,3
7588,S Prasanna (SL),N,2011-2017,14,13,2,138,42,12.54,194,71.13,0,0,1
7589,S Prasanna (SL),T,2011-2019,40,37,3,421,95,12.38,445,94.6,0,2,7
7590,S Ramesh (IND),H,1999-1999,2,2,0,25,24,12.5,45,55.55,0,0,0
7591,S Ramesh (IND),A,1999-1999,3,3,0,102,50,34,193,52.84,0,1,0
7592,S Ramesh (IND),N,1999-1999,19,19,1,519,82,28.83,854,60.77,0,5,3
7593,S Ramesh (IND),T,1999-1999,24,24,1,646,82,28.08,1092,59.15,0,6,3
7594,S Ranatunga (SL),H,1994-1994,7,6,0,156,70,26,355,43.94,0,1,0
7595,S Ranatunga (SL),A,1994-1995,5,4,0,92,51,23,149,61.74,0,1,0
7596,S Ranatunga (SL),N,1996-1996,1,1,0,5,5,5,22,22.72,0,0,0
7597,S Ranatunga (SL),T,1994-1996,13,11,0,253,70,23,526,48.09,0,2,0
7598,S Randiv (SL),H,2010-2011,5,3,0,88,43,29.33,115,76.52,0,0,0
7599,S Randiv (SL),A,2009-2016,21,11,2,114,26*,12.66,150,76,0,0,2
7600,S Randiv (SL),N,2010-2010,5,4,0,78,56,19.5,117,66.66,0,1,0
7601,S Randiv (SL),T,2009-2016,31,18,2,280,56,17.5,382,73.29,0,1,2
7602,S Samarawickrama (SL),H,2018-2018,3,3,0,90,54,30,89,101.12,0,1,0
7603,S Samarawickrama (SL),A,2017-2019,2,2,0,48,42,24,71,67.6,0,0,0
7604,S Samarawickrama (SL),N,2017-2017,2,2,0,0,0,0,5,0,0,0,2
7605,S Samarawickrama (SL),T,2017-2019,7,7,0,138,54,19.71,165,83.63,0,1,2
7606,S Seeraj (CAN),H,2006-2006,1,1,1,13,13*,-,12,108.33,0,0,0
7607,S Seeraj (CAN),T,2006-2006,1,1,1,13,13*,-,12,108.33,0,0,0
7608,S Shivnarine (WI),H,1978-1978,1,1,1,20,20*,-,43,46.51,0,0,0
7609,S Shivnarine (WI),T,1978-1978,1,1,1,20,20*,-,43,46.51,0,0,0
7610,S Snater (NED),H,2018-2022,4,4,1,33,17*,11,27,122.22,0,0,1
7611,S Snater (NED),T,2018-2022,4,4,1,33,17*,11,27,122.22,0,0,1
7612,S Somasunder (IND),H,1996-1996,2,2,0,16,9,8,63,25.39,0,0,0
7613,S Somasunder (IND),T,1996-1996,2,2,0,16,9,8,63,25.39,0,0,0
7614,S Sreesanth (IND),H,2005-2011,25,9,4,24,10*,4.8,69,34.78,0,0,1
7615,S Sreesanth (IND),A,2006-2011,20,8,5,15,4,5,30,50,0,0,0
7616,S Sreesanth (IND),N,2006-2010,8,4,1,5,4,1.66,22,22.72,0,0,2
7617,S Sreesanth (IND),T,2005-2011,53,21,10,44,10*,4,121,36.36,0,0,3
7618,S Sriram (IND),H,2000-2000,4,3,1,15,12,7.5,24,62.5,0,0,0
7619,S Sriram (IND),A,2004-2004,2,2,0,60,57,30,96,62.5,0,1,0
7620,S Sriram (IND),N,2000-2000,2,2,0,6,6,3,15,40,0,0,1
7621,S Sriram (IND),T,2000-2004,8,7,1,81,57,13.5,135,60,0,1,1
7622,S Sumar (EAf),N,1975-1975,1,1,0,4,4,4,11,36.36,0,0,0
7623,S Sumar (EAf),T,1975-1975,1,1,0,4,4,4,11,36.36,0,0,0
7624,S Thuraisingam (CAN),H,2006-2008,3,3,1,7,7,3.5,14,50,0,0,1
7625,S Thuraisingam (CAN),N,2003-2006,7,6,1,38,13,7.6,94,40.42,0,0,0
7626,S Thuraisingam (CAN),T,2003-2008,10,9,2,45,13,6.42,108,41.66,0,0,1
7627,S Tyagi (IND),H,2009-2010,2,1,1,1,1*,-,2,50,0,0,0
7628,S Tyagi (IND),A,2010-2010,1,-,-,-,-,-,-,-,-,-,-
7629,S Tyagi (IND),N,2010-2010,1,-,-,-,-,-,-,-,-,-,-
7630,S Tyagi (IND),T,2009-2010,4,1,1,1,1*,-,2,50,0,0,0
7631,S Venkataraghavan (IND),A,1974-1983,10,5,1,5,3,1.25,27,18.51,0,0,2
7632,S Venkataraghavan (IND),N,1975-1979,5,4,3,49,26*,49,99,49.49,0,0,0
7633,S Venkataraghavan (IND),T,1974-1983,15,9,4,54,26*,10.8,126,42.85,0,0,2
7634,S Vesawkar (NEPAL),H,2020-2020,1,1,0,55,55,55,108,50.92,0,1,0
7635,S Vesawkar (NEPAL),A,2018-2021,2,2,1,5,4,5,21,23.8,0,0,0
7636,S Vesawkar (NEPAL),N,2021-2021,1,1,0,6,6,6,22,27.27,0,0,0
7637,S Vesawkar (NEPAL),T,2018-2021,4,4,1,66,55,22,151,43.7,0,1,0
7638,S Viswanath (IND),H,1985-1988,9,7,2,49,23*,9.8,86,56.97,0,0,0
7639,S Viswanath (IND),A,1985-1985,4,1,1,7,7*,-,5,140,0,0,0
7640,S Viswanath (IND),N,1985-1987,9,4,1,16,8,5.33,48,33.33,0,0,0
7641,S Viswanath (IND),T,1985-1988,22,12,4,72,23*,9,139,51.79,0,0,0
7642,S Walusimbi (EAf),A,1975-1975,1,1,0,7,7,7,30,23.33,0,0,0
7643,S Walusimbi (EAf),N,1975-1975,2,2,0,31,16,15.5,96,32.29,0,0,0
7644,S Walusimbi (EAf),T,1975-1975,3,3,0,38,16,12.66,126,30.15,0,0,0
7645,S Weerakoon (SL),H,2012-2012,2,-,-,-,-,-,-,-,-,-,-
7646,S Weerakoon (SL),T,2012-2012,2,-,-,-,-,-,-,-,-,-,-
7647,S Wettimuny (SL),H,1982-1984,11,9,1,284,86*,35.5,545,52.11,0,2,0
7648,S Wettimuny (SL),A,1982-1987,15,15,0,389,74,25.93,760,51.18,0,1,0
7649,S Wettimuny (SL),N,1983-1985,9,9,0,113,50,12.55,331,34.13,0,1,1
7650,S Wettimuny (SL),T,1982-1987,35,33,1,786,86*,24.56,1636,48.04,0,4,1
7651,SA Abbott (AUS),H,2020-2022,4,2,0,11,7,5.5,24,45.83,0,0,0
7652,SA Abbott (AUS),A,2022-2023,6,5,0,117,49,23.4,95,123.15,0,0,1
7653,SA Abbott (AUS),N,2014-2014,1,1,0,3,3,3,7,42.85,0,0,0
7654,SA Abbott (AUS),T,2014-2023,11,8,0,131,49,16.37,126,103.96,0,0,1
7655,SA Ankola (IND),H,1993-1996,8,5,3,7,2*,3.5,12,58.33,0,0,1
7656,SA Ankola (IND),A,1989-1997,10,6,1,18,8,3.6,21,85.71,0,0,3
7657,SA Ankola (IND),N,1997-1997,2,2,0,9,9,4.5,9,100,0,0,1
7658,SA Ankola (IND),T,1989-1997,20,13,4,34,9,3.77,42,80.95,0,0,5
7659,SA Britton (IRE),H,2009-2009,1,-,-,-,-,-,-,-,-,-,-
7660,SA Britton (IRE),T,2009-2009,1,-,-,-,-,-,-,-,-,-,-
7661,SA Edwards (NED),H,2018-2022,18,17,3,550,78,39.28,604,91.05,0,6,1
7662,SA Edwards (NED),A,2021-2023,9,8,0,140,42,17.5,147,95.23,0,0,0
7663,SA Edwards (NED),N,2022-2022,3,3,0,208,86,69.33,276,75.36,0,3,0
7664,SA Edwards (NED),T,2018-2023,30,28,3,898,86,35.92,1027,87.43,0,9,1
7665,SA Jayasinghe (SL),N,1979-1979,2,1,0,1,1,1,3,33.33,0,0,0
7666,SA Jayasinghe (SL),T,1979-1979,2,1,0,1,1,1,3,33.33,0,0,0
7667,SA Thomson (NZ),H,1990-1996,23,22,4,416,83,23.11,584,71.23,0,2,1
7668,SA Thomson (NZ),A,1993-1996,16,14,2,191,42,15.91,339,56.34,0,0,0
7669,SA Thomson (NZ),N,1990-1996,17,16,4,357,68,29.75,504,70.83,0,3,1
7670,SA Thomson (NZ),T,1990-1996,56,52,10,964,83,22.95,1427,67.55,0,5,2
7671,SA Wijeyeratne (CAN),A,2023-2023,1,1,0,4,4,4,8,50,0,0,0
7672,SA Wijeyeratne (CAN),N,2023-2023,4,4,0,92,63,23,130,70.76,0,1,1
7673,SA Wijeyeratne (CAN),T,2023-2023,5,5,0,96,63,19.2,138,69.56,0,1,1
7674,SA Yadav (IND),H,2022-2023,10,9,1,153,64,19.12,168,91.07,0,1,3
7675,SA Yadav (IND),A,2021-2022,13,12,2,280,53,28,256,109.37,0,1,0
7676,SA Yadav (IND),T,2021-2023,23,21,3,433,64,24.05,424,102.12,0,2,3
7677,Saad Ali (PAK),N,2019-2019,2,2,0,11,7,5.5,23,47.82,0,0,0
7678,Saad Ali (PAK),T,2019-2019,2,2,0,11,7,5.5,23,47.82,0,0,0
7679,Saad Bin Zafar (CAN),A,2023-2023,1,1,0,2,2,2,4,50,0,0,0
7680,Saad Bin Zafar (CAN),N,2023-2023,4,4,0,57,28,14.25,105,54.28,0,0,0
7681,Saad Bin Zafar (CAN),T,2023-2023,5,5,0,59,28,11.8,109,54.12,0,0,0
7682,Saad Nasim (PAK),A,2015-2015,3,3,1,99,77*,49.5,124,79.83,0,1,1
7683,Saad Nasim (PAK),T,2015-2015,3,3,1,99,77*,49.5,124,79.83,0,1,1
7684,Saadat Ali (PAK),H,1984-1984,6,5,1,141,78*,35.25,259,54.44,0,1,0
7685,Saadat Ali (PAK),N,1984-1984,2,2,0,43,30,21.5,82,52.43,0,0,0
7686,Saadat Ali (PAK),T,1984-1984,8,7,1,184,78*,30.66,341,53.95,0,1,0
7687,Sabbir Rahman (BAN),H,2014-2018,28,23,4,483,65,25.42,514,93.96,0,2,1
7688,Sabbir Rahman (BAN),A,2015-2019,23,22,1,571,102,27.19,615,92.84,1,2,2
7689,Sabbir Rahman (BAN),N,2015-2019,15,14,2,279,65,23.25,332,84.03,0,2,2
7690,Sabbir Rahman (BAN),T,2014-2019,66,59,7,1333,102,25.63,1461,91.23,1,6,5
7691,Sabir Ali (UAE),H,2023-2023,2,1,1,0,0*,-,1,0,0,0,0
7692,Sabir Ali (UAE),A,2022-2022,2,2,0,12,7,6,12,100,0,0,0
7693,Sabir Ali (UAE),T,2022-2023,4,3,1,12,7,6,13,92.3,0,0,0
7694,Sadiq Mohammad (PAK),H,1976-1980,6,6,0,86,40,14.33,192,44.79,0,0,0
7695,Sadiq Mohammad (PAK),A,1973-1979,7,7,0,126,41,18,238,52.94,0,0,0
7696,Sadiq Mohammad (PAK),N,1975-1979,6,6,1,171,74,34.2,325,52.61,0,2,0
7697,Sadiq Mohammad (PAK),T,1973-1980,19,19,1,383,74,21.27,755,50.72,0,2,0
7698,Saeed Ajmal (PAK),H,2008-2009,3,1,1,2,2*,-,8,25,0,0,0
7699,Saeed Ajmal (PAK),A,2009-2015,58,35,12,175,28,7.6,263,66.53,0,0,4
7700,Saeed Ajmal (PAK),N,2008-2014,52,34,11,147,33,6.39,264,55.68,0,0,7
7701,Saeed Ajmal (PAK),T,2008-2015,113,70,24,324,33,7.04,535,60.56,0,0,11
7702,Saeed Anwar (PAK),H,1989-2000,42,40,6,1597,108*,46.97,1955,81.68,3,8,2
7703,Saeed Anwar (PAK),A,1989-2003,69,69,6,1873,194,29.73,2380,78.69,2,10,11
7704,Saeed Anwar (PAK),N,1989-2003,136,135,7,5354,140,41.82,6603,81.08,15,25,2
7705,Saeed Anwar (PAK),T,1989-2003,247,244,19,8824,194,39.21,10938,80.67,20,43,15
