ID,Player,Location,Span,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,0
1680,Bikram Sob (NEPAL),A,2021-2022,2,2,0,3,2,1.5,13,23.07,0,0,0
1681,Bikram Sob (NEPAL),N,2021-2021,3,2,1,1,1,1,4,25,0,0,0
1682,Bikram Sob (NEPAL),T,2021-2022,5,4,1,4,2,1.33,17,23.52,0,0,0
1683,Bilal Asif (PAK),A,2015-2015,2,2,0,38,38,19,42,90.47,0,0,1
1684,Bilal Asif (PAK),N,2015-2015,1,1,0,2,2,2,7,28.57,0,0,0
1685,Bilal Asif (PAK),T,2015-2015,3,3,0,40,38,13.33,49,81.63,0,0,1
1686,Bilal Khan (OMA),H,2020-2022,13,6,2,15,9,3.75,24,62.5,0,0,1
1687,Bilal Khan (OMA),A,2019-2023,11,7,5,11,8*,5.5,23,47.82,0,0,2
1688,Bilal Khan (OMA),N,2019-2023,14,3,2,1,1*,1,9,11.11,0,0,1
1689,Bilal Khan (OMA),T,2019-2023,38,16,9,27,9,3.85,56,48.21,0,0,4
1690,Bilawal Bhatti (PAK),A,2013-2015,5,5,0,70,39,14,61,114.75,0,0,1
1691,Bilawal Bhatti (PAK),N,2013-2014,5,2,1,19,18,19,14,135.71,0,0,0
1692,Bilawal Bhatti (PAK),T,2013-2015,10,7,1,89,39,14.83,75,118.66,0,0,1
1693,Bilawal Bhatti (PAK),BIS,2014-2014,1,1,0,18,18,18,13,138.46,0,0,0
1694,Bilawal Bhatti (PAK),SENA,2013-2015,5,5,0,70,39,14,61,114.75,0,0,1
1695,BJ Diamanti (NZ),A,2009-2009,1,1,1,26,26*,-,22,118.18,0,0,0
1696,BJ Diamanti (NZ),T,2009-2009,1,1,1,26,26*,-,22,118.18,0,0,0
1697,BJ Diamanti (NZ),SENA,2009-2009,1,1,1,26,26*,-,22,118.18,0,0,0
1698,BJ Haddin (AUS),H,2001-2015,61,52,9,1341,109,31.18,1523,88.04,1,4,0
1699,BJ Haddin (AUS),A,2004-2015,41,39,4,1122,110,32.05,1318,85.12,1,8,1
1700,BJ Haddin (AUS),N,2004-2014,24,24,3,659,88,31.38,865,76.18,0,4,1
1701,BJ Haddin (AUS),T,2001-2015,126,115,16,3122,110,31.53,3706,84.24,2,16,2
1702,BJ Haddin (AUS),BIS,2004-2013,25,24,4,674,88,33.7,864,78,0,6,0
1703,BJ Haddin (AUS),SENA,2001-2015,80,70,9,1936,110,31.73,2173,89.09,2,8,1
1704,BJ Hodge (AUS),H,2006-2007,7,7,1,161,99*,26.83,172,93.6,0,1,1
1705,BJ Hodge (AUS),A,2005-2007,13,12,1,262,97*,23.81,368,71.19,0,2,2
1706,BJ Hodge (AUS),N,2007-2007,5,2,0,152,123,76,117,129.91,1,0,0
1707,BJ Hodge (AUS),T,2005-2007,25,21,2,575,123,30.26,657,87.51,1,3,3
1708,BJ Hodge (AUS),BIS,2007-2007,7,6,0,59,20,9.83,108,54.62,0,0,1
1709,BJ Hodge (AUS),SENA,2005-2007,13,13,2,364,99*,33.09,432,84.25,0,3,2
1710,BJ McCarthy (IRE),H,2016-2019,14,11,3,81,18,10.12,137,59.12,0,0,1
1711,BJ McCarthy (IRE),A,2017-2021,13,8,1,51,17*,7.28,93,54.83,0,0,1
1712,BJ McCarthy (IRE),N,2016-2021,11,7,2,30,13,6,55,54.54,0,0,2
1713,BJ McCarthy (IRE),T,2016-2021,38,26,6,162,18,8.1,285,56.84,0,0,4
1714,BJ McCarthy (IRE),BIS,2019-2019,1,1,0,0,0,0,4,0,0,0,1
1715,BJ McCarthy (IRE),SENA,2016-2020,3,3,0,18,13,6,45,40,0,0,0
1716,BJ McKechnie (NZ),H,1976-1976,2,1,0,8,8,8,21,38.09,0,0,0
1717,BJ McKechnie (NZ),A,1975-1981,6,5,3,32,27,16,71,45.07,0,0,1
1718,BJ McKechnie (NZ),N,1975-1979,6,2,1,14,13*,14,53,26.41,0,0,0
1719,BJ McKechnie (NZ),T,1975-1981,14,8,4,54,27,13.5,145,37.24,0,0,1
1720,BJ McKechnie (NZ),SENA,1975-1981,14,8,4,54,27,13.5,145,37.24,0,0,1
1721,BJ Patel (KENYA),H,2001-2006,5,4,0,83,42,20.75,167,49.7,0,0,0
1722,BJ Patel (KENYA),A,2001-2006,13,11,2,127,44,14.11,267,47.56,0,0,1
1723,BJ Patel (KENYA),N,2001-2004,13,10,1,150,40*,16.66,302,49.66,0,0,3
1724,BJ Patel (KENYA),T,2001-2006,31,25,3,360,44,16.36,736,48.91,0,0,4
1725,BJ Patel (KENYA),BIS,2002-2002,2,2,0,35,35,17.5,64,54.68,0,0,1
1726,BJ Patel (KENYA),SENA,2001-2004,12,7,1,91,40*,15.16,202,45.04,0,0,1
1727,BJ Watling (NZ),H,2013-2013,3,3,0,10,7,3.33,39,25.64,0,0,0
1728,BJ Watling (NZ),A,2010-2016,23,21,2,561,96*,29.52,788,71.19,0,5,3
1729,BJ Watling (NZ),N,2010-2018,2,1,0,2,2,2,11,18.18,0,0,0
1730,BJ Watling (NZ),T,2010-2018,28,25,2,573,96*,24.91,838,68.37,0,5,3
1731,BJ Watling (NZ),BIS,2010-2016,13,11,1,264,96*,26.4,376,70.21,0,3,2
1732,BJ Watling (NZ),SENA,2013-2016,9,9,0,118,45,13.11,238,49.57,0,0,0
1733,BKG Mendis (SL),H,2016-2022,42,42,5,1373,119,37.1,1577,87.06,2,10,4
1734,BKG Mendis (SL),A,2016-2023,36,34,1,911,77,27.6,1136,80.19,0,8,5
1735,BKG Mendis (SL),N,2016-2019,17,17,0,370,94,21.76,439,84.28,0,2,4
1736,BKG Mendis (SL),T,2016-2023,95,93,6,2654,119,30.5,3152,84.2,2,20,13
1737,BKG Mendis (SL),BIS,2016-2023,53,52,5,1555,119,33.08,1807,86.05,2,10,6
1738,BKG Mendis (SL),SENA,2016-2023,30,30,0,795,89,26.5,1029,77.25,0,6,5
1739,BKV Prasad (IND),H,1994-2000,46,13,4,54,19,6,94,57.44,0,0,2
1740,BKV Prasad (IND),A,1994-2001,41,15,8,32,10*,4.57,53,60.37,0,0,4
1741,BKV Prasad (IND),N,1994-2001,74,35,19,135,19,8.43,220,61.36,0,0,2
1742,BKV Prasad (IND),T,1994-2001,161,63,31,221,19,6.9,367,60.21,0,0,8
1743,BKV Prasad (IND),BIS,1994-2000,67,18,8,63,19,6.3,108,58.33,0,0,3
1744,BKV Prasad (IND),SENA,1994-2001,36,18,10,61,14,7.62,103,59.22,0,0,3
1745,BL Cairns (NZ),H,1974-1985,21,15,3,279,44,23.25,259,107.72,0,0,1
1746,BL Cairns (NZ),A,1976-1985,35,33,2,416,60,13.41,418,99.52,0,2,3
1747,BL Cairns (NZ),N,1975-1985,22,17,1,292,49,18.25,264,110.6,0,0,2
1748,BL Cairns (NZ),T,1974-1985,78,65,6,987,60,16.72,941,104.88,0,2,6
1749,BL Cairns (NZ),BIS,1984-1984,4,4,1,50,40*,16.66,48,104.16,0,0,0
1750,BL Cairns (NZ),SENA,1974-1985,64,52,5,824,60,17.53,770,107.01,0,2,5
1751,BL D'Oliveira (ENG),H,1972-1972,3,3,1,13,6,6.5,27,48.14,0,0,0
1752,BL D'Oliveira (ENG),A,1971-1971,1,1,0,17,17,17,16,106.25,0,0,0
1753,BL D'Oliveira (ENG),T,1971-1972,4,4,1,30,17,10,43,69.76,0,0,0
1754,BL D'Oliveira (ENG),SENA,1971-1972,4,4,1,30,17,10,43,69.76,0,0,0
1755,BL Kotze (NAM),A,2003-2003,1,-,-,-,-,-,-,-,-,-,-
1756,BL Kotze (NAM),N,2003-2003,4,4,1,27,24*,9,51,52.94,0,0,2
1757,BL Kotze (NAM),T,2003-2003,5,4,1,27,24*,9,51,52.94,0,0,2
1758,BL Kotze (NAM),SENA,2003-2003,4,4,1,27,24*,9,51,52.94,0,0,2
1759,BM Duckett (ENG),A,2016-2023,6,6,0,146,63,24.33,194,75.25,0,2,2
1760,BM Duckett (ENG),T,2016-2023,6,6,0,146,63,24.33,194,75.25,0,2,2
1761,BM Duckett (ENG),BIS,2016-2016,3,3,0,123,63,41,152,80.92,0,2,1
1762,BM Duckett (ENG),SENA,2023-2023,3,3,0,23,20,7.66,42,54.76,0,0,1
1763,BM Laird (AUS),H,1979-1982,16,16,1,316,117*,21.06,625,50.56,1,0,0
1764,BM Laird (AUS),A,1980-1982,7,7,2,278,91*,55.6,480,57.91,0,2,0
1765,BM Laird (AUS),T,1979-1982,23,23,3,594,117*,29.7,1105,53.75,1,2,0
1766,BM Laird (AUS),SENA,1979-1982,21,21,2,459,117*,24.15,916,50.1,1,1,0
1767,BM Mauricette (CAN),A,1979-1979,1,1,0,0,0,0,8,0,0,0,1
1768,BM Mauricette (CAN),N,1979-1979,2,2,0,20,15,10,60,33.33,0,0,0
1769,BM Mauricette (CAN),T,1979-1979,3,3,0,20,15,6.66,68,29.41,0,0,1
1770,BM Mauricette (CAN),SENA,1979-1979,3,3,0,20,15,6.66,68,29.41,0,0,1
1771,BM McMillan (SA),H,1992-1996,21,13,4,185,45*,20.55,295,62.71,0,0,0
1772,BM McMillan (SA),A,1991-1998,26,20,4,381,127,23.81,498,76.5,1,0,2
1773,BM McMillan (SA),N,1992-1998,31,19,8,275,37*,25,354,77.68,0,0,1
1774,BM McMillan (SA),T,1991-1998,78,52,16,841,127,23.36,1147,73.32,1,0,3
1775,BM McMillan (SA),BIS,1991-1996,16,12,4,240,48*,30,326,73.61,0,0,0
1776,BM McMillan (SA),SENA,1992-1998,46,29,8,370,45*,17.61,577,64.12,0,0,3
1777,BM Scholtz (NAM),H,2019-2023,16,8,5,57,18*,19,65,87.69,0,0,1
1778,BM Scholtz (NAM),A,2019-2023,12,7,4,30,13*,10,69,43.47,0,0,1
1779,BM Scholtz (NAM),N,2019-2023,13,8,2,89,30,14.83,159,55.97,0,0,0
1780,BM Scholtz (NAM),T,2019-2023,41,23,11,176,30,14.66,293,60.06,0,0,2
1781,BM Tickner (NZ),H,2022-2023,4,2,2,7,6*,-,7,100,0,0,0
1782,BM Tickner (NZ),A,2022-2023,9,5,3,9,6,4.5,21,42.85,0,0,0
1783,BM Tickner (NZ),T,2022-2023,13,7,5,16,6*,8,28,57.14,0,0,0
1784,BM Tickner (NZ),BIS,2023-2023,3,3,2,3,2,3,10,30,0,0,0
1785,BM Tickner (NZ),SENA,2022-2023,4,2,2,7,6*,-,7,100,0,0,0
1786,BM Wheeler (NZ),A,2015-2015,6,4,4,58,39*,-,47,123.4,0,0,0
1787,BM Wheeler (NZ),T,2015-2015,6,4,4,58,39*,-,47,123.4,0,0,0
1788,BM Wheeler (NZ),SENA,2015-2015,5,4,4,58,39*,-,47,123.4,0,0,0
1789,BMAJ Mendis (SL),H,2011-2014,22,15,5,240,72,24,258,93.02,0,1,1
1790,BMAJ Mendis (SL),A,2010-2019,26,19,2,255,48,15,307,83.06,0,0,1
1791,BMAJ Mendis (SL),N,2010-2019,10,10,3,141,35*,20.14,204,69.11,0,0,0
1792,BMAJ Mendis (SL),T,2010-2019,58,44,10,636,72,18.7,769,82.7,0,1,2
1793,BMAJ Mendis (SL),BIS,2011-2014,22,15,5,240,72,24,258,93.02,0,1,1
1794,BMAJ Mendis (SL),SENA,2010-2019,23,18,2,241,48,15.06,350,68.85,0,0,1
1795,BMW Patterson (SCOT),H,1999-1999,1,1,0,0,0,0,2,0,0,0,1
1796,BMW Patterson (SCOT),N,1999-1999,2,2,0,10,10,5,41,24.39,0,0,1
1797,BMW Patterson (SCOT),T,1999-1999,3,3,0,10,10,3.33,43,23.25,0,0,2
1798,BMW Patterson (SCOT),SENA,1999-1999,2,2,0,10,10,5,41,24.39,0,0,1
1799,BN Cooper (NED),H,2018-2021,9,9,1,110,35,13.75,146,75.34,0,0,2
1800,BN Cooper (NED),A,2013-2013,2,1,0,74,74,74,59,125.42,0,1,0
1801,BN Cooper (NED),N,2014-2014,2,1,0,3,3,3,2,150,0,0,0
1802,BN Cooper (NED),T,2013-2021,13,11,1,187,74,18.7,207,90.33,0,1,2
1803,BN Cooper (NED),SENA,2014-2014,2,1,0,3,3,3,2,150,0,0,0
1804,BN French (ENG),A,1985-1988,10,5,3,23,9*,11.5,42,54.76,0,0,1
1805,BN French (ENG),N,1985-1987,3,3,0,11,7,3.66,29,37.93,0,0,1
1806,BN French (ENG),T,1985-1988,13,8,3,34,9*,6.8,71,47.88,0,0,2
1807,BN French (ENG),BIS,1985-1985,1,-,-,-,-,-,-,-,-,-,-
1808,BN French (ENG),SENA,1987-1988,8,5,2,16,9*,5.33,35,45.71,0,0,2
1809,BN Schultz (SA),H,1992-1992,1,-,-,-,-,-,-,-,-,-,-
1810,BN Schultz (SA),T,1992-1992,1,-,-,-,-,-,-,-,-,-,-
1811,BN Schultz (SA),SENA,1992-1992,1,-,-,-,-,-,-,-,-,-,-
1812,BO van Rooi (NAM),N,2003-2003,3,3,2,26,17,26,38,68.42,0,0,0
1813,BO van Rooi (NAM),T,2003-2003,3,3,2,26,17,26,38,68.42,0,0,0
1814,BO van Rooi (NAM),SENA,2003-2003,3,3,2,26,17,26,38,68.42,0,0,0
1815,BOP Fernando (SL),A,2019-2021,8,8,0,148,49,18.5,230,64.34,0,0,1
1816,BOP Fernando (SL),T,2019-2021,8,8,0,148,49,18.5,230,64.34,0,0,1
1817,BOP Fernando (SL),SENA,2019-2021,6,6,0,145,49,24.16,213,68.07,0,0,1
1818,BP Bracewell (NZ),A,1978-1978,1,1,1,0,0*,-,4,0,0,0,0
1819,BP Bracewell (NZ),T,1978-1978,1,1,1,0,0*,-,4,0,0,0,0
1820,BP Bracewell (NZ),SENA,1978-1978,1,1,1,0,0*,-,4,0,0,0,0
1821,BP Julian (AUS),H,1999-1999,11,8,0,89,25,11.12,114,78.07,0,0,2
1822,BP Julian (AUS),A,1993-1999,11,7,0,106,35,15.14,114,92.98,0,0,2
1823,BP Julian (AUS),N,1998-1999,3,2,0,29,20,14.5,22,131.81,0,0,0
1824,BP Julian (AUS),T,1993-1999,25,17,0,224,35,13.17,250,89.6,0,0,4
1825,BP Julian (AUS),BIS,1998-1998,1,1,0,20,20,20,16,125,0,0,0
1826,BP Julian (AUS),SENA,1993-1999,15,10,0,98,25,9.8,129,75.96,0,0,3
1827,BP Kruger (NED),H,2010-2010,2,1,0,15,15,15,21,71.42,0,0,0
1828,BP Kruger (NED),A,2010-2011,2,2,0,17,9,8.5,29,58.62,0,0,0
1829,BP Kruger (NED),N,2010-2010,1,-,-,-,-,-,-,-,-,-,-
1830,BP Kruger (NED),T,2010-2011,5,3,0,32,15,10.66,50,64,0,0,0
1831,BP Kruger (NED),BIS,2011-2011,1,1,0,8,8,8,12,66.66,0,0,0
1832,BP Loots (NED),H,2010-2010,2,1,0,1,1,1,6,16.66,0,0,0
1833,BP Loots (NED),A,2010-2010,1,1,1,9,9*,-,13,69.23,0,0,0
1834,BP Loots (NED),N,2011-2011,4,3,1,6,6,3,8,75,0,0,1
1835,BP Loots (NED),T,2010-2011,7,5,2,16,9*,5.33,27,59.25,0,0,1
1836,BP Loots (NED),BIS,2011-2011,4,3,1,6,6,3,8,75,0,0,1
1837,BP Nash (WI),A,2008-2009,6,4,2,67,39*,33.5,65,103.07,0,0,0
1838,BP Nash (WI),N,2008-2008,3,3,1,37,27*,18.5,76,48.68,0,0,0
1839,BP Nash (WI),T,2008-2009,9,7,3,104,39*,26,141,73.75,0,0,0
1840,BP Nash (WI),SENA,2008-2009,4,3,1,28,15,14,37,75.67,0,0,0
1841,BP Patel (IND),A,1974-1976,5,5,1,171,82,42.75,261,65.51,0,1,0
1842,BP Patel (IND),N,1975-1979,5,4,0,72,38,18,138,52.17,0,0,0
1843,BP Patel (IND),T,1974-1979,10,9,1,243,82,30.37,399,60.9,0,1,0
1844,BP Patel (IND),SENA,1974-1979,10,9,1,243,82,30.37,399,60.9,0,1,0
1845,BP Patterson (WI),H,1986-1992,12,1,1,1,1*,-,3,33.33,0,0,0
1846,BP Patterson (WI),A,1986-1993,27,10,7,22,13*,7.33,56,39.28,0,0,1
1847,BP Patterson (WI),N,1987-1993,20,9,7,21,8*,10.5,42,50,0,0,0
1848,BP Patterson (WI),T,1986-1993,59,20,15,44,13*,8.8,101,43.56,0,0,1
1849,BP Patterson (WI),BIS,1987-1988,9,3,3,20,13*,-,31,64.51,0,0,0
1850,BP Patterson (WI),SENA,1987-1993,21,10,7,15,8*,5,43,34.88,0,0,1
1851,BR Blair (NZ),H,1982-1986,6,6,0,86,29,14.33,161,53.41,0,0,0
1852,BR Blair (NZ),A,1986-1986,3,3,1,31,21,15.5,27,114.81,0,0,0
1853,BR Blair (NZ),N,1986-1986,5,5,1,57,29*,14.25,65,87.69,0,0,2
1854,BR Blair (NZ),T,1982-1986,14,14,2,174,29*,14.5,253,68.77,0,0,2
1855,BR Blair (NZ),BIS,1986-1986,1,1,0,0,0,0,1,0,0,0,1
1856,BR Blair (NZ),SENA,1982-1986,11,11,2,165,29*,18.33,246,67.07,0,0,0
1857,BR Dorey (AUS),H,2006-2006,3,1,0,2,2,2,8,25,0,0,0
1858,BR Dorey (AUS),A,2006-2006,1,-,-,-,-,-,-,-,-,-,-
1859,BR Dorey (AUS),T,2006-2006,4,1,0,2,2,2,8,25,0,0,0
1860,BR Dorey (AUS),BIS,2006-2006,1,-,-,-,-,-,-,-,-,-,-
1861,BR Dorey (AUS),SENA,2006-2006,3,1,0,2,2,2,8,25,0,0,0
1862,BR Hartland (NZ),H,1994-1994,5,5,1,100,68*,25,204,49.01,0,1,1
1863,BR Hartland (NZ),A,1992-1994,4,4,0,81,54,20.25,178,45.5,0,1,0
1864,BR Hartland (NZ),N,1994-1994,7,7,0,130,44,18.57,241,53.94,0,0,0
1865,BR Hartland (NZ),T,1992-1994,16,16,1,311,68*,20.73,623,49.91,0,2,1
1866,BR Hartland (NZ),BIS,1992-1994,5,5,0,91,54,18.2,215,42.32,0,1,0
1867,BR Hartland (NZ),SENA,1994-1994,7,7,1,176,68*,29.33,322,54.65,0,1,1
1868,BR McDermott (AUS),A,2021-2022,5,5,0,223,104,44.6,278,80.21,1,1,1
1869,BR McDermott (AUS),T,2021-2022,5,5,0,223,104,44.6,278,80.21,1,1,1
1870,BR Taylor (NZ),A,1973-1973,2,1,0,22,22,22,42,52.38,0,0,0
1871,BR Taylor (NZ),T,1973-1973,2,1,0,22,22,22,42,52.38,0,0,0
1872,BR Taylor (NZ),SENA,1973-1973,2,1,0,22,22,22,42,52.38,0,0,0
1873,BRM Taylor (ZIM),H,2004-2021,94,93,11,3271,138,39.89,4343,75.31,5,20,6
1874,BRM Taylor (ZIM),A,2004-2021,83,82,4,2255,145*,28.91,3098,72.78,3,14,8
1875,BRM Taylor (ZIM),N,2004-2018,28,28,0,1158,138,41.35,1280,90.46,3,5,1
1876,BRM Taylor (ZIM),T,2004-2021,205,203,15,6684,145*,35.55,8721,76.64,11,39,15
1877,BRM Taylor (ZIM),BIS,2005-2020,42,42,1,1133,118*,27.63,1546,73.28,1,8,5
1878,BRM Taylor (ZIM),SENA,2004-2018,25,25,2,922,145*,40.08,1051,87.72,3,3,1
1879,BS Bedi (IND),A,1974-1978,5,3,1,6,4*,3,17,35.29,0,0,1
1880,BS Bedi (IND),N,1975-1979,5,4,1,25,13,8.33,53,47.16,0,0,0
1881,BS Bedi (IND),T,1974-1979,10,7,2,31,13,6.2,70,44.28,0,0,1
1882,BS Bedi (IND),SENA,1974-1979,7,6,2,29,13,7.25,60,48.33,0,0,1
1883,BS Browne (WI),A,1994-1994,4,3,2,8,8*,8,24,33.33,0,0,1
1884,BS Browne (WI),T,1994-1994,4,3,2,8,8*,8,24,33.33,0,0,1
1885,BS Browne (WI),BIS,1994-1994,4,3,2,8,8*,8,24,33.33,0,0,1
1886,BS Chandrasekhar (IND),A,1976-1976,1,1,1,11,11*,-,13,84.61,0,0,0
1887,BS Chandrasekhar (IND),T,1976-1976,1,1,1,11,11*,-,13,84.61,0,0,0
1888,BS Chandrasekhar (IND),SENA,1976-1976,1,1,1,11,11*,-,13,84.61,0,0,0
1889,BS Sandhu (IND),H,1983-1984,6,1,0,0,0,0,2,0,0,0,1
1890,BS Sandhu (IND),A,1982-1984,9,2,1,23,16*,23,33,69.69,0,0,0
1891,BS Sandhu (IND),N,1983-1983,7,4,2,28,11*,14,62,45.16,0,0,1
1892,BS Sandhu (IND),T,1982-1984,22,7,3,51,16*,12.75,97,52.57,0,0,2
1893,BS Sandhu (IND),BIS,1983-1984,6,1,0,0,0,0,2,0,0,0,1
1894,BS Sandhu (IND),SENA,1983-1983,8,4,2,28,11*,14,62,45.16,0,0,1
1895,BT Foakes (ENG),A,2019-2019,1,1,1,61,61*,-,76,80.26,0,1,0
1896,BT Foakes (ENG),T,2019-2019,1,1,1,61,61*,-,76,80.26,0,1,0
1897,BTJ Wheal (SCOT),H,2016-2019,4,2,1,0,0*,0,1,0,0,0,1
1898,BTJ Wheal (SCOT),A,2016-2018,3,3,2,2,2*,2,19,10.52,0,0,1
1899,BTJ Wheal (SCOT),N,2017-2018,6,2,0,14,14,7,11,127.27,0,0,1
1900,BTJ Wheal (SCOT),T,2016-2019,13,7,3,16,14,4,31,51.61,0,0,3
1901,BV Vitori (ZIM),H,2011-2018,18,11,3,63,20*,7.87,71,88.73,0,0,4
1902,BV Vitori (ZIM),A,2012-2015,3,1,0,0,0,0,2,0,0,0,1
1903,BV Vitori (ZIM),N,2018-2018,3,2,0,23,15,11.5,17,135.29,0,0,0
1904,BV Vitori (ZIM),T,2011-2018,24,14,3,86,20*,7.81,90,95.55,0,0,5
1905,BV Vitori (ZIM),SENA,2012-2012,1,1,0,0,0,0,2,0,0,0,1
1906,BW Hilfenhaus (AUS),H,2007-2012,14,5,4,7,5,7,24,29.16,0,0,0
1907,BW Hilfenhaus (AUS),A,2009-2012,8,5,4,18,16,18,28,64.28,0,0,0
1908,BW Hilfenhaus (AUS),N,2009-2009,3,1,0,4,4,4,17,23.52,0,0,0
1909,BW Hilfenhaus (AUS),T,2007-2012,25,11,8,29,16,9.66,69,42.02,0,0,0
1910,BW Hilfenhaus (AUS),BIS,2009-2009,2,1,0,16,16,16,12,133.33,0,0,0
1911,BW Hilfenhaus (AUS),SENA,2007-2012,17,7,6,9,5,9,36,25,0,0,0
1912,BW Luckhurst (ENG),A,1975-1975,3,3,0,15,14,5,69,21.73,0,0,1
1913,BW Luckhurst (ENG),T,1975-1975,3,3,0,15,14,5,69,21.73,0,0,1
1914,BW Luckhurst (ENG),SENA,1975-1975,3,3,0,15,14,5,69,21.73,0,0,1
1915,C Campher (IRE),H,2021-2022,5,4,0,127,54,31.75,161,78.88,0,1,0
1916,C Campher (IRE),A,2020-2023,14,11,1,298,68,29.8,428,69.62,0,3,0
1917,C Campher (IRE),N,2021-2021,3,3,0,98,47,32.66,131,74.8,0,0,0
1918,C Campher (IRE),T,2020-2023,22,18,1,523,68,30.76,720,72.63,0,4,0
1919,C Campher (IRE),BIS,2023-2023,3,2,0,52,36,26,65,80,0,0,0
1920,C Campher (IRE),SENA,2020-2023,4,2,1,127,68,127,205,61.95,0,2,0
1921,C Carter (HKG),H,2016-2016,2,2,0,25,16,12.5,31,80.64,0,0,0
1922,C Carter (HKG),A,2015-2017,5,3,0,36,18,12,67,53.73,0,0,0
1923,C Carter (HKG),N,2017-2018,4,4,0,53,43,13.25,88,60.22,0,0,0
1924,C Carter (HKG),T,2015-2018,11,9,0,114,43,12.66,186,61.29,0,0,0
1925,C de Grandhomme (NZ),H,2012-2022,25,19,6,446,74*,34.3,387,115.24,0,2,0
1926,C de Grandhomme (NZ),A,2016-2020,9,8,1,122,41,17.42,150,81.33,0,0,0
1927,C de Grandhomme (NZ),N,2018-2019,11,8,0,174,64,21.75,162,107.4,0,2,2
1928,C de Grandhomme (NZ),T,2012-2022,45,35,7,742,74*,26.5,699,106.15,0,4,2
1929,C de Grandhomme (NZ),BIS,2017-2017,3,2,1,49,41,49,51,96.07,0,0,0
1930,C de Grandhomme (NZ),SENA,2012-2022,39,31,6,690,74*,27.6,634,108.83,0,4,1
1931,C Floyd (NED),A,2022-2022,1,1,0,2,2,2,5,40,0,0,0
1932,C Floyd (NED),N,2022-2022,1,1,0,2,2,2,4,50,0,0,0
1933,C Floyd (NED),T,2022-2022,2,2,0,4,2,2,9,44.44,0,0,0
1934,C Floyd (NED),SENA,2022-2022,1,1,0,2,2,2,5,40,0,0,0
1935,C Green (AUS),H,2020-2022,7,5,3,158,89*,79,170,92.94,0,1,0
1936,C Green (AUS),A,2022-2023,8,7,3,144,40*,36,170,84.7,0,0,0
1937,C Green (AUS),T,2020-2023,15,12,6,302,89*,50.33,340,88.82,0,1,0
1938,C Green (AUS),BIS,2022-2023,5,4,2,65,25*,32.5,82,79.26,0,0,0
1939,C Green (AUS),SENA,2020-2022,7,5,3,158,89*,79,170,92.94,0,1,0
1940,C Gunasekara (SL),H,2022-2022,1,-,-,-,-,-,-,-,-,-,-
1941,C Gunasekara (SL),T,2022-2022,1,-,-,-,-,-,-,-,-,-,-
1942,C Gunasekara (SL),BIS,2022-2022,1,-,-,-,-,-,-,-,-,-,-
1943,C Hemraj (WI),A,2018-2018,6,6,0,82,32,13.66,98,83.67,0,0,0
1944,C Hemraj (WI),T,2018-2018,6,6,0,82,32,13.66,98,83.67,0,0,0
1945,C Hemraj (WI),BIS,2018-2018,6,6,0,82,32,13.66,98,83.67,0,0,0
1946,C Jonker (SA),H,2018-2018,2,2,0,31,25,15.5,33,93.93,0,0,0
1947,C Jonker (SA),T,2018-2018,2,2,0,31,25,15.5,33,93.93,0,0,0
1948,C Jonker (SA),SENA,2018-2018,2,2,0,31,25,15.5,33,93.93,0,0,0
1949,C Karunaratne (SL),H,2021-2022,14,14,5,325,75,36.11,329,98.78,0,1,0
1950,C Karunaratne (SL),A,2021-2023,9,8,1,118,24,16.85,218,54.12,0,0,0
1951,C Karunaratne (SL),T,2021-2023,23,22,6,443,75,27.68,547,80.98,0,1,0
1952,C Karunaratne (SL),BIS,2021-2023,18,17,5,357,75,29.75,381,93.7,0,1,0
1953,C Karunaratne (SL),SENA,2021-2023,5,5,1,86,24,21.5,166,51.8,0,0,0
1954,C Kieswetter (ENG),H,2010-2012,29,25,4,612,72*,29.14,655,93.43,0,3,2
1955,C Kieswetter (ENG),A,2010-2013,13,13,1,390,107,32.5,436,89.44,1,2,2
1956,C Kieswetter (ENG),N,2012-2012,4,2,0,52,43,26,81,64.19,0,0,0
1957,C Kieswetter (ENG),T,2010-2013,46,40,5,1054,107,30.11,1172,89.93,1,5,4
1958,C Kieswetter (ENG),BIS,2010-2013,11,11,1,307,107,30.7,345,88.98,1,1,2
1959,C Kieswetter (ENG),SENA,2010-2012,29,25,4,612,72*,29.14,655,93.43,0,3,2
1960,C Madande (ZIM),H,2022-2023,6,5,1,168,74,42,216,77.77,0,2,0
1961,C Madande (ZIM),T,2022-2023,6,5,1,168,74,42,216,77.77,0,2,0
1962,C McAuslan (HKG),A,2017-2017,1,1,0,27,27,27,44,61.36,0,0,0
1963,C McAuslan (HKG),N,2017-2017,1,1,0,8,8,8,28,28.57,0,0,0
1964,C McAuslan (HKG),T,2017-2017,2,2,0,35,27,17.5,72,48.61,0,0,0
1965,C Munro (NZ),H,2016-2019,26,25,0,606,87,24.24,533,113.69,0,4,3
1966,C Munro (NZ),A,2013-2017,20,17,0,481,85,28.29,498,96.58,0,3,2
1967,C Munro (NZ),N,2017-2019,11,11,2,184,58*,20.44,183,100.54,0,1,2
1968,C Munro (NZ),T,2013-2019,57,53,2,1271,87,24.92,1214,104.69,0,8,7
1969,C Munro (NZ),BIS,2013-2017,7,6,0,214,85,35.66,207,103.38,0,2,0
