ID,Player,Location,Span,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,0
9429,R Telemachus (SA),A,2000-2001,7,3,1,11,6*,5.5,31,35.48,0,0,0
9430,R Telemachus (SA),N,2000-2002,8,4,0,15,13,3.75,25,60,0,0,1
9431,R Telemachus (SA),T,1998-2006,37,15,3,73,29,6.08,94,77.65,0,0,2
9432,R Telemachus (SA),SENA,1998-2006,25,9,3,53,29,8.83,45,117.77,0,0,1
9433,R Trumpelmann (NAM),H,2021-2023,15,10,1,151,55*,16.77,175,86.28,0,1,2
9434,R Trumpelmann (NAM),A,2022-2023,10,8,3,120,30,24,105,114.28,0,0,0
9435,R Trumpelmann (NAM),N,2022-2023,9,8,0,64,19,8,106,60.37,0,0,2
9436,R Trumpelmann (NAM),T,2021-2023,34,26,4,335,55*,15.22,386,86.78,0,1,4
9437,R Vijay Bharadwaj (IND),H,1999-2002,6,5,1,47,27,11.75,105,44.76,0,0,1
9438,R Vijay Bharadwaj (IND),A,1999-1999,1,1,1,41,41*,-,30,136.66,0,0,0
9439,R Vijay Bharadwaj (IND),N,1999-1999,3,3,2,48,24,48,59,81.35,0,0,0
9440,R Vijay Bharadwaj (IND),T,1999-2002,10,9,4,136,41*,27.2,194,70.1,0,0,1
9441,R Vijay Bharadwaj (IND),BIS,1999-2002,6,5,1,47,27,11.75,105,44.76,0,0,1
9442,R Vinay Kumar (IND),H,2010-2013,15,5,1,32,18,8,76,42.1,0,0,1
9443,R Vinay Kumar (IND),A,2010-2013,11,5,3,48,27*,24,48,100,0,0,0
9444,R Vinay Kumar (IND),N,2012-2013,5,3,0,6,5,2,22,27.27,0,0,1
9445,R Vinay Kumar (IND),T,2010-2013,31,13,4,86,27*,9.55,146,58.9,0,0,2
9446,R Vinay Kumar (IND),BIS,2010-2013,16,5,1,32,18,8,76,42.1,0,0,1
9447,R Vinay Kumar (IND),SENA,2011-2012,9,5,2,20,12*,6.66,34,58.82,0,0,1
9448,R Walters (NAM),A,2003-2003,1,1,0,0,0,0,1,0,0,0,1
9449,R Walters (NAM),N,2003-2003,1,1,0,0,0,0,4,0,0,0,1
9450,R Walters (NAM),T,2003-2003,2,2,0,0,0,0,5,0,0,0,2
9451,R Walters (NAM),SENA,2003-2003,1,1,0,0,0,0,4,0,0,0,1
9452,RA Austin (WI),H,1978-1978,1,1,0,8,8,8,13,61.53,0,0,0
9453,RA Austin (WI),T,1978-1978,1,1,0,8,8,8,13,61.53,0,0,0
9454,RA Bhatti (CAN),H,2011-2011,1,1,1,3,3*,-,4,75,0,0,0
9455,RA Bhatti (CAN),T,2011-2011,1,1,1,3,3*,-,4,75,0,0,0
9456,RA Harper (WI),H,1984-1996,24,14,5,190,45*,21.11,176,107.95,0,0,2
9457,RA Harper (WI),A,1983-1996,36,26,7,296,34*,15.57,483,61.28,0,0,3
9458,RA Harper (WI),N,1984-1996,45,33,8,369,43*,14.76,503,73.35,0,0,0
9459,RA Harper (WI),T,1983-1996,105,73,20,855,45*,16.13,1162,73.58,0,0,5
9460,RA Harper (WI),BIS,1983-1996,18,13,2,148,26,13.45,186,79.56,0,0,1
9461,RA Harper (WI),SENA,1984-1996,32,22,6,251,31*,15.68,428,58.64,0,0,0
9462,RA Jadeja (IND),H,2009-2023,65,46,16,857,61*,28.56,1065,80.46,0,2,1
9463,RA Jadeja (IND),A,2009-2022,66,48,18,1125,87,37.5,1258,89.42,0,9,5
9464,RA Jadeja (IND),N,2010-2019,43,24,7,544,77,32,646,84.21,0,2,0
9465,RA Jadeja (IND),T,2009-2023,174,118,41,2526,87,32.8,2969,85.07,0,13,6
9466,RA Jadeja (IND),BIS,2009-2023,87,60,21,1191,61*,30.53,1502,79.29,0,4,3
9467,RA Jadeja (IND),SENA,2011-2022,62,43,16,988,87,36.59,1001,98.7,0,7,2
9468,RA Jones (NZ),A,2003-2003,5,5,0,168,63,33.6,329,51.06,0,1,0
9469,RA Jones (NZ),T,2003-2003,5,5,0,168,63,33.6,329,51.06,0,1,0
9470,RA Reifer (WI),A,2021-2021,3,3,0,29,27,9.66,59,49.15,0,0,1
9471,RA Reifer (WI),N,2019-2019,2,1,0,7,7,7,12,58.33,0,0,0
9472,RA Reifer (WI),T,2019-2021,5,4,0,36,27,9,71,50.7,0,0,1
9473,RA Reifer (WI),BIS,2021-2021,3,3,0,29,27,9.66,59,49.15,0,0,1
9474,RA Smith (ENG),H,1988-1994,17,17,2,765,167*,51,938,81.55,3,3,0
9475,RA Smith (ENG),A,1989-1996,38,37,3,1207,129,35.5,1859,64.92,1,8,2
9476,RA Smith (ENG),N,1989-1996,16,16,3,447,91,34.38,676,66.12,0,4,2
9477,RA Smith (ENG),T,1988-1996,71,70,8,2419,167*,39.01,3473,69.65,4,15,4
9478,RA Smith (ENG),BIS,1989-1993,14,14,2,583,129,48.58,869,67.08,1,4,1
9479,RA Smith (ENG),SENA,1988-1996,44,44,5,1464,167*,37.53,2043,71.65,3,8,3
9480,RA Woolmer (ENG),H,1972-1976,6,4,0,21,9,5.25,46,45.65,0,0,1
9481,RA Woolmer (ENG),T,1972-1976,6,4,0,21,9,5.25,46,45.65,0,0,1
9482,RA Woolmer (ENG),SENA,1972-1976,6,4,0,21,9,5.25,46,45.65,0,0,1
9483,Raees Ahmadzai (AFG),A,2009-2009,2,1,0,6,6,6,20,30,0,0,0
9484,Raees Ahmadzai (AFG),N,2009-2010,3,3,1,82,39,41,117,70.08,0,0,0
9485,Raees Ahmadzai (AFG),T,2009-2010,5,4,1,88,39,29.33,137,64.23,0,0,0
9486,Raees Ahmadzai (AFG),SENA,2009-2009,1,1,0,39,39,39,43,90.69,0,0,0
9487,Rafiqul Alam (BAN),A,1986-1986,1,1,0,10,10,10,20,50,0,0,0
9488,Rafiqul Alam (BAN),N,1986-1986,1,1,0,14,14,14,43,32.55,0,0,0
9489,Rafiqul Alam (BAN),T,1986-1986,2,2,0,24,14,12,63,38.09,0,0,0
9490,Rafiqul Alam (BAN),BIS,1986-1986,2,2,0,24,14,12,63,38.09,0,0,0
9491,Rafiqul Islam (BAN),A,2002-2002,1,1,0,0,0,0,5,0,0,0,1
9492,Rafiqul Islam (BAN),T,2002-2002,1,1,0,0,0,0,5,0,0,0,1
9493,Rafiqul Islam (BAN),SENA,2002-2002,1,1,0,0,0,0,5,0,0,0,1
9494,Rahat Ali (PAK),A,2012-2016,10,6,4,7,6*,3.5,31,22.58,0,0,2
9495,Rahat Ali (PAK),N,2015-2015,4,1,0,1,1,1,6,16.66,0,0,0
9496,Rahat Ali (PAK),T,2012-2016,14,7,4,8,6*,2.66,37,21.62,0,0,2
9497,Rahat Ali (PAK),BIS,2012-2015,8,4,3,1,1*,1,8,12.5,0,0,1
9498,Rahat Ali (PAK),SENA,2015-2016,6,3,1,7,6*,3.5,29,24.13,0,0,1
9499,Rahmanullah Gurbaz (AFG),A,2022-2022,9,9,1,274,106*,34.25,334,82.03,1,2,0
9500,Rahmanullah Gurbaz (AFG),N,2021-2022,6,6,0,308,127,51.33,325,94.76,2,0,0
9501,Rahmanullah Gurbaz (AFG),T,2021-2022,15,15,1,582,127,41.57,659,88.31,3,2,0
9502,Rahmanullah Gurbaz (AFG),BIS,2022-2022,6,6,1,246,106*,49.2,281,87.54,1,2,0
9503,Rahmat Shah (AFG),A,2014-2022,35,34,1,1377,113,41.72,1982,69.47,2,10,1
9504,Rahmat Shah (AFG),N,2013-2022,53,50,2,1706,114,35.54,2391,71.35,3,12,2
9505,Rahmat Shah (AFG),T,2013-2022,88,84,3,3083,114,38.06,4373,70.5,5,22,3
9506,Rahmat Shah (AFG),BIS,2014-2022,23,23,1,856,108*,38.9,1217,70.33,1,8,2
9507,Rahmat Shah (AFG),SENA,2019-2019,9,9,0,254,62,28.22,390,65.12,0,1,1
9508,RAJ Smith (SCOT),H,2016-2016,2,1,0,10,10,10,6,166.66,0,0,0
9509,RAJ Smith (SCOT),T,2016-2016,2,1,0,10,10,10,6,166.66,0,0,0
9510,Rajin Saleh (BAN),H,2003-2006,19,19,1,476,108*,26.44,819,58.11,1,2,3
9511,Rajin Saleh (BAN),A,2003-2006,17,17,0,468,71,27.52,871,53.73,0,4,0
9512,Rajin Saleh (BAN),N,2004-2006,7,7,0,61,23,8.71,143,42.65,0,0,2
9513,Rajin Saleh (BAN),T,2003-2006,43,43,1,1005,108*,23.92,1833,54.82,1,6,5
9514,Rajin Saleh (BAN),BIS,2003-2006,25,25,1,535,108*,22.29,960,55.72,1,2,4
9515,Rajin Saleh (BAN),SENA,2004-2004,2,2,0,7,7,3.5,11,63.63,0,0,1
9516,RAL Massie (AUS),A,1972-1972,3,1,1,16,16*,-,24,66.66,0,0,0
9517,RAL Massie (AUS),T,1972-1972,3,1,1,16,16*,-,24,66.66,0,0,0
9518,RAL Massie (AUS),SENA,1972-1972,3,1,1,16,16*,-,24,66.66,0,0,0
9519,Rameez Shahzad (UAE),H,2017-2018,9,9,1,429,121*,53.62,518,82.81,1,3,1
9520,Rameez Shahzad (UAE),A,2016-2023,5,5,0,112,59,22.4,139,80.57,0,1,0
9521,Rameez Shahzad (UAE),N,2018-2023,7,7,2,278,112*,55.6,314,88.53,1,1,0
9522,Rameez Shahzad (UAE),T,2016-2023,21,21,3,819,121*,45.5,971,84.34,2,5,1
9523,Ramiz Raja (PAK),H,1985-1996,44,44,3,1387,114,33.82,2105,65.89,2,7,2
9524,Ramiz Raja (PAK),A,1985-1997,65,65,3,1842,119*,29.7,2794,65.92,2,12,9
9525,Ramiz Raja (PAK),N,1985-1997,89,88,9,2612,116*,33.06,4327,60.36,5,12,4
9526,Ramiz Raja (PAK),T,1985-1997,198,197,15,5841,119*,32.09,9226,63.31,9,31,15
9527,Ramiz Raja (PAK),BIS,1986-1997,29,29,3,784,85*,30.15,1134,69.13,0,5,1
9528,Ramiz Raja (PAK),SENA,1985-1995,65,65,5,2002,119*,33.36,3265,61.31,5,11,9
9529,Ramveer Rai (UAE),A,2004-2004,1,1,0,39,39,39,124,31.45,0,0,0
9530,Ramveer Rai (UAE),T,2004-2004,1,1,0,39,39,39,124,31.45,0,0,0
9531,Ramveer Rai (UAE),BIS,2004-2004,1,1,0,39,39,39,124,31.45,0,0,0
9532,Randhir Singh (IND),H,1981-1983,2,-,-,-,-,-,-,-,-,-,-
9533,Randhir Singh (IND),T,1981-1983,2,-,-,-,-,-,-,-,-,-,-
9534,Randhir Singh (IND),BIS,1981-1983,2,-,-,-,-,-,-,-,-,-,-
9535,RAP Nissanka (SL),H,2001-2003,5,3,2,13,6*,13,47,27.65,0,0,0
9536,RAP Nissanka (SL),A,2002-2003,9,6,2,20,7*,5,57,35.08,0,0,1
9537,RAP Nissanka (SL),N,2001-2003,9,4,1,20,11,6.66,36,55.55,0,0,1
9538,RAP Nissanka (SL),T,2001-2003,23,13,5,53,11,6.62,140,37.85,0,0,2
9539,RAP Nissanka (SL),BIS,2001-2003,5,3,2,13,6*,13,47,27.65,0,0,0
9540,RAP Nissanka (SL),SENA,2002-2003,10,6,2,18,7*,4.5,45,40,0,0,2
9541,Raqibul Hasan (BAN),H,2008-2011,36,35,6,778,89,26.82,1383,56.25,0,4,4
9542,Raqibul Hasan (BAN),A,2008-2010,15,15,1,335,78,23.92,533,62.85,0,2,2
9543,Raqibul Hasan (BAN),A,1986-1986,1,1,0,12,12,12,51,23.52,0,0,0
9544,Raqibul Hasan (BAN),N,2008-2008,4,4,0,195,83,48.75,217,89.86,0,2,0
9545,Raqibul Hasan (BAN),N,1986-1986,1,1,0,5,5,5,14,35.71,0,0,0
9546,Raqibul Hasan (BAN),T,2008-2011,55,54,7,1308,89,27.82,2133,61.32,0,8,6
9547,Raqibul Hasan (BAN),T,1986-1986,2,2,0,17,12,8.5,65,26.15,0,0,0
9548,Raqibul Hasan (BAN),BIS,2008-2011,36,35,6,778,89,26.82,1383,56.25,0,4,4
9549,Raqibul Hasan (BAN),BIS,1986-1986,2,2,0,17,12,8.5,65,26.15,0,0,0
9550,Raqibul Hasan (BAN),SENA,2008-2010,5,5,0,103,76,20.6,189,54.49,0,1,1
9551,RAS Lakmal (SL),H,2011-2018,19,10,4,36,12,6,60,60,0,0,2
9552,RAS Lakmal (SL),A,2009-2021,38,20,9,95,20*,8.63,167,56.88,0,0,3
9553,RAS Lakmal (SL),N,2010-2019,29,18,9,113,26,12.55,177,63.84,0,0,4
9554,RAS Lakmal (SL),T,2009-2021,86,48,22,244,26,9.38,404,60.39,0,0,9
9555,RAS Lakmal (SL),BIS,2009-2018,41,19,8,56,12,5.09,116,48.27,0,0,4
9556,RAS Lakmal (SL),SENA,2011-2019,27,19,9,121,26,12.1,198,61.11,0,0,3
9557,Rashid Khan (AFG),A,2015-2022,37,30,5,415,60*,16.6,403,102.97,0,1,2
9558,Rashid Khan (AFG),N,2016-2022,49,38,7,719,57*,23.19,674,106.67,0,4,5
9559,Rashid Khan (AFG),T,2015-2022,86,68,12,1134,60*,20.25,1077,105.29,0,5,7
9560,Rashid Khan (AFG),BIS,2016-2022,22,18,2,248,56,15.5,270,91.85,0,2,4
9561,Rashid Khan (AFG),SENA,2019-2019,9,9,0,105,35,11.66,104,100.96,0,0,1
9562,Rashid Khan (PAK),H,1980-1984,8,1,1,4,4*,-,3,133.33,0,0,0
9563,Rashid Khan (PAK),A,1983-1985,9,6,3,49,17,16.33,76,64.47,0,0,0
9564,Rashid Khan (PAK),N,1983-1985,12,8,3,57,17,11.4,94,60.63,0,0,0
9565,Rashid Khan (PAK),T,1980-1985,29,15,7,110,17,13.75,173,63.58,0,0,0
9566,Rashid Khan (PAK),SENA,1983-1985,20,13,5,106,17,13.25,168,63.09,0,0,0
9567,Rashid Latif (PAK),H,1993-2003,25,14,6,159,28*,19.87,214,74.29,0,0,1
9568,Rashid Latif (PAK),A,1992-2003,67,48,11,664,79,17.94,852,77.93,0,1,2
9569,Rashid Latif (PAK),N,1992-2003,74,55,12,886,66,20.6,1171,75.66,0,2,5
9570,Rashid Latif (PAK),T,1992-2003,166,117,29,1709,79,19.42,2237,76.39,0,3,8
9571,Rashid Latif (PAK),BIS,1994-2003,23,15,2,288,79,22.15,375,76.8,0,1,1
9572,Rashid Latif (PAK),SENA,1992-2003,62,52,10,708,66,16.85,1027,68.93,0,1,4
9573,Rashid Zia (USA),N,2004-2004,2,2,0,9,8,4.5,57,15.78,0,0,0
9574,Rashid Zia (USA),T,2004-2004,2,2,0,9,8,4.5,57,15.78,0,0,0
9575,Rashid Zia (USA),SENA,2004-2004,2,2,0,9,8,4.5,57,15.78,0,0,0
9576,Ravi Bishnoi (IND),H,2022-2022,1,1,1,4,4*,-,2,200,0,0,0
9577,Ravi Bishnoi (IND),T,2022-2022,1,1,1,4,4*,-,2,200,0,0,0
9578,Ravi Bishnoi (IND),BIS,2022-2022,1,1,1,4,4*,-,2,200,0,0,0
9579,Ravinderpal Singh (CAN),A,2023-2023,1,1,0,34,34,34,44,77.27,0,0,0
9580,Ravinderpal Singh (CAN),N,2023-2023,4,4,1,63,26,21,68,92.64,0,0,0
9581,Ravinderpal Singh (CAN),T,2023-2023,5,5,1,97,34,24.25,112,86.6,0,0,0
9582,Raza Hasan (PAK),N,2014-2014,1,1,0,0,0,0,2,0,0,0,1
9583,Raza Hasan (PAK),T,2014-2014,1,1,0,0,0,0,2,0,0,0,1
9584,Raza-ur-Rehman (CAN),H,2013-2013,2,1,0,0,0,0,3,0,0,0,1
9585,Raza-ur-Rehman (CAN),N,2013-2014,4,4,0,225,88,56.25,259,86.87,0,3,0
9586,Raza-ur-Rehman (CAN),T,2013-2014,6,5,0,225,88,45,262,85.87,0,3,1
9587,Raza-ur-Rehman (CAN),SENA,2014-2014,2,2,0,104,88,52,124,83.87,0,1,0
9588,RB Kanhai (WI),A,1973-1973,2,1,0,55,55,55,75,73.33,0,1,0
9589,RB Kanhai (WI),N,1975-1975,5,4,2,109,55,54.5,198,55.05,0,1,0
9590,RB Kanhai (WI),T,1973-1975,7,5,2,164,55,54.66,273,60.07,0,2,0
9591,RB Kanhai (WI),SENA,1973-1975,7,5,2,164,55,54.66,273,60.07,0,2,0
9592,RB Kerr (AUS),H,1985-1985,4,4,1,97,87*,32.33,159,61,0,1,0
9593,RB Kerr (AUS),T,1985-1985,4,4,1,97,87*,32.33,159,61,0,1,0
9594,RB Kerr (AUS),SENA,1985-1985,4,4,1,97,87*,32.33,159,61,0,1,0
9595,RB McCosker (AUS),H,1975-1982,7,7,0,188,95,26.85,315,59.68,0,1,1
9596,RB McCosker (AUS),A,1975-1977,3,3,0,27,15,9,94,28.72,0,0,0
9597,RB McCosker (AUS),N,1975-1975,4,4,0,105,73,26.25,214,49.06,0,1,1
9598,RB McCosker (AUS),T,1975-1982,14,14,0,320,95,22.85,623,51.36,0,2,2
9599,RB McCosker (AUS),SENA,1975-1982,14,14,0,320,95,22.85,623,51.36,0,2,2
9600,RB Reid (NZ),H,1988-1991,7,7,0,167,53,23.85,315,53.01,0,1,0
9601,RB Reid (NZ),A,1991-1991,2,2,0,81,64,40.5,133,60.9,0,1,0
9602,RB Reid (NZ),T,1988-1991,9,9,0,248,64,27.55,448,55.35,0,2,0
9603,RB Reid (NZ),SENA,1988-1991,9,9,0,248,64,27.55,448,55.35,0,2,0
9604,RB Richardson (WI),H,1984-1995,48,46,9,1769,108*,47.81,2359,74.98,1,15,1
9605,RB Richardson (WI),A,1983-1996,91,88,4,2133,110,25.39,3682,57.93,1,13,4
9606,RB Richardson (WI),N,1984-1996,85,83,17,2346,122,35.54,3760,62.39,3,16,3
9607,RB Richardson (WI),T,1983-1996,224,217,30,6248,122,33.41,9801,63.74,5,44,8
9608,RB Richardson (WI),BIS,1983-1996,31,31,5,1015,93*,39.03,1635,62.07,0,6,0
9609,RB Richardson (WI),SENA,1984-1996,98,93,10,1890,81,22.77,3472,54.43,0,15,4
9610,RB Simpson (AUS),A,1978-1978,2,2,0,36,23,18,53,67.92,0,0,0
9611,RB Simpson (AUS),T,1978-1978,2,2,0,36,23,18,53,67.92,0,0,0
9612,RC Fredericks (WI),H,1977-1977,1,1,0,44,44,44,54,81.48,0,0,0
9613,RC Fredericks (WI),A,1973-1976,6,6,0,151,105,25.16,205,73.65,1,0,0
9614,RC Fredericks (WI),N,1975-1975,5,5,0,116,58,23.2,181,64.08,0,1,0
9615,RC Fredericks (WI),T,1973-1977,12,12,0,311,105,25.91,440,70.68,1,1,0
9616,RC Fredericks (WI),SENA,1973-1976,11,11,0,267,105,24.27,386,69.17,1,1,0
9617,RC Haynes (WI),A,1989-1991,4,3,0,4,4,1.33,8,50,0,0,2
9618,RC Haynes (WI),N,1989-1989,4,3,1,22,18,11,58,37.93,0,0,0
9619,RC Haynes (WI),T,1989-1991,8,6,1,26,18,5.2,66,39.39,0,0,2
9620,RC Haynes (WI),BIS,1989-1989,4,3,1,22,18,11,53,41.5,0,0,0
9621,RC Haynes (WI),SENA,1991-1991,1,1,0,0,0,0,2,0,0,0,1
9622,RC Irani (ENG),H,1996-2002,11,10,3,231,53,33,305,75.73,0,1,1
9623,RC Irani (ENG),A,1996-2003,12,12,1,56,20,5.09,145,38.62,0,0,5
9624,RC Irani (ENG),N,2002-2003,8,8,1,73,37,10.42,99,73.73,0,0,1
9625,RC Irani (ENG),T,1996-2003,31,30,5,360,53,14.4,549,65.57,0,1,7
9626,RC Irani (ENG),BIS,2002-2002,2,2,0,41,37,20.5,58,70.68,0,0,0
9627,RC Irani (ENG),SENA,1996-2003,26,25,5,307,53,15.35,461,66.59,0,1,6
9628,RC Russell (ENG),H,1988-1991,8,5,1,125,50,31.25,154,81.16,0,1,0
9629,RC Russell (ENG),A,1987-1998,20,17,3,219,39*,15.64,328,66.76,0,0,0
9630,RC Russell (ENG),N,1989-1998,12,9,3,79,19,13.16,156,50.64,0,0,0
9631,RC Russell (ENG),T,1987-1998,40,31,7,423,50,17.62,638,66.3,0,1,0
9632,RC Russell (ENG),BIS,1989-1998,7,6,4,56,19,28,79,70.88,0,0,0
9633,RC Russell (ENG),SENA,1988-1997,20,17,2,270,50,18,395,68.35,0,1,0
9634,RD Berrington (SCOT),H,2008-2022,35,33,5,580,81,20.71,709,81.8,0,3,2
9635,RD Berrington (SCOT),A,2008-2023,28,27,3,972,107*,40.5,1286,75.58,2,6,2
9636,RD Berrington (SCOT),N,2008-2023,42,39,3,1085,114*,30.13,1582,68.58,1,7,1
9637,RD Berrington (SCOT),T,2008-2023,105,99,11,2637,114*,29.96,3577,73.72,3,16,5
9638,RD Berrington (SCOT),SENA,2014-2015,9,9,0,233,63,25.88,285,81.75,0,2,0
9639,RD Brown (ZIM),A,1987-1987,1,1,0,13,13,13,52,25,0,0,0
9640,RD Brown (ZIM),N,1983-1987,6,6,0,97,38,16.16,282,34.39,0,0,0
9641,RD Brown (ZIM),T,1983-1987,7,7,0,110,38,15.71,334,32.93,0,0,0
9642,RD Brown (ZIM),BIS,1987-1987,3,3,0,17,13,5.66,92,18.47,0,0,0
9643,RD Brown (ZIM),SENA,1983-1983,4,4,0,93,38,23.25,242,38.42,0,0,0
9644,RD Chahar (IND),A,2021-2021,1,1,0,13,13,13,25,52,0,0,0
9645,RD Chahar (IND),T,2021-2021,1,1,0,13,13,13,25,52,0,0,0
9646,RD Chahar (IND),BIS,2021-2021,1,1,0,13,13,13,25,52,0,0,0
9647,RD Gaikwad (IND),H,2022-2022,1,1,0,19,19,19,42,45.23,0,0,0
9648,RD Gaikwad (IND),T,2022-2022,1,1,0,19,19,19,42,45.23,0,0,0
9649,RD Gaikwad (IND),BIS,2022-2022,1,1,0,19,19,19,42,45.23,0,0,0
9650,RD Gudhka (KENYA),A,2011-2011,2,2,1,17,10,17,14,121.42,0,0,0
9651,RD Gudhka (KENYA),T,2011-2011,2,2,1,17,10,17,14,121.42,0,0,0
9652,RD Jackman (ENG),H,1974-1981,8,4,0,36,14,9,54,66.66,0,0,0
9653,RD Jackman (ENG),A,1983-1983,5,4,0,18,9,4.5,38,47.36,0,0,1
9654,RD Jackman (ENG),N,1983-1983,2,1,1,0,0*,-,1,0,0,0,0
9655,RD Jackman (ENG),T,1974-1983,15,9,1,54,14,6.75,93,58.06,0,0,1
9656,RD Jackman (ENG),SENA,1974-1983,15,9,1,54,14,6.75,93,58.06,0,0,1
9657,RD Jacobs (WI),H,1996-2004,50,36,11,602,68,24.08,713,84.43,0,3,3
9658,RD Jacobs (WI),A,1999-2004,50,36,9,543,65,20.11,763,71.16,0,2,3
9659,RD Jacobs (WI),N,1998-2004,47,40,12,720,80*,25.71,1186,60.7,0,4,5
9660,RD Jacobs (WI),T,1996-2004,147,112,32,1865,80*,23.31,2662,70.06,0,9,11
9661,RD Jacobs (WI),BIS,1998-2002,22,15,4,194,25*,17.63,233,83.26,0,0,2
9662,RD Jacobs (WI),SENA,1999-2004,49,38,9,669,80*,23.06,1138,58.78,0,4,3
9663,RD King (WI),H,1999-2000,10,4,3,14,12*,14,25,56,0,0,1
9664,RD King (WI),A,1999-2001,17,11,9,39,7*,19.5,110,35.45,0,0,1
9665,RD King (WI),N,1998-2005,23,8,2,12,7,2,68,17.64,0,0,3
9666,RD King (WI),T,1998-2005,50,23,14,65,12*,7.22,203,32.01,0,0,5
9667,RD King (WI),BIS,1998-1998,2,1,0,7,7,7,15,46.66,0,0,0
9668,RD King (WI),SENA,1999-2005,21,13,10,43,7*,14.33,150,28.66,0,0,1
9669,RD McCann (IRE),A,2010-2010,3,3,1,38,18,19,42,90.47,0,0,0
9670,RD McCann (IRE),N,2010-2010,5,2,0,6,6,3,35,17.14,0,0,1
9671,RD McCann (IRE),T,2010-2010,8,5,1,44,18,11,77,57.14,0,0,1
9672,RD Rickelton (SA),H,2023-2023,2,2,0,17,14,8.5,26,65.38,0,0,0
9673,RD Rickelton (SA),T,2023-2023,2,2,0,17,14,8.5,26,65.38,0,0,0
9674,RD Rickelton (SA),SENA,2023-2023,2,2,0,17,14,8.5,26,65.38,0,0,0
9675,RD Robinson (AUS),A,1977-1977,2,2,0,82,70,41,143,57.34,0,1,0
9676,RD Robinson (AUS),T,1977-1977,2,2,0,82,70,41,143,57.34,0,1,0
9677,RD Robinson (AUS),SENA,1977-1977,2,2,0,82,70,41,143,57.34,0,1,0
9678,RD Shah (KENYA),H,1999-2007,19,18,1,513,113,30.17,755,67.94,1,3,1
9679,RD Shah (KENYA),A,1998-2003,12,12,0,298,70,24.83,451,66.07,0,3,2
9680,RD Shah (KENYA),N,1998-2007,25,25,0,695,71,27.8,1092,63.64,0,6,2
9681,RD Shah (KENYA),T,1998-2007,56,55,1,1506,113,27.88,2298,65.53,1,12,5
9682,RD Shah (KENYA),BIS,1998-2002,10,10,0,309,70,30.9,404,76.48,0,3,0
9683,RD Shah (KENYA),SENA,1999-2004,20,20,0,545,61,27.25,932,58.47,0,4,2
9684,RD Steede (BMUDA),A,2006-2008,5,5,1,59,20,14.75,109,54.12,0,0,0
9685,RD Steede (BMUDA),N,2006-2008,3,2,0,11,6,5.5,33,33.33,0,0,0
9686,RD Steede (BMUDA),T,2006-2008,8,7,1,70,20,11.66,142,49.29,0,0,0
9687,RD Steede (BMUDA),SENA,2006-2006,1,1,0,6,6,6,8,75,0,0,0
9688,RD Woolley (AUS),A,1983-1983,4,3,2,31,16,31,38,81.57,0,0,0
9689,RD Woolley (AUS),T,1983-1983,4,3,2,31,16,31,38,81.57,0,0,0
9690,RD Woolley (AUS),BIS,1983-1983,4,3,2,31,16,31,38,81.57,0,0,0
9691,RDB Croft (ENG),H,1996-2001,18,11,2,99,20,11,144,68.75,0,0,1
9692,RDB Croft (ENG),A,1996-2001,22,19,9,179,30*,17.9,276,64.85,0,0,3
9693,RDB Croft (ENG),N,1997-1999,10,6,1,67,32,13.4,99,67.67,0,0,0
9694,RDB Croft (ENG),T,1996-2001,50,36,12,345,32,14.37,519,66.47,0,0,4
9695,RDB Croft (ENG),BIS,2001-2001,2,2,0,15,11,7.5,26,57.69,0,0,0
9696,RDB Croft (ENG),SENA,1996-2001,34,23,7,228,32,14.25,327,69.72,0,0,3
9697,RDM Leverock (BMUDA),A,2006-2008,15,9,6,50,17*,16.66,202,24.75,0,0,0
9698,RDM Leverock (BMUDA),N,2006-2009,17,10,3,61,20*,8.71,180,33.88,0,0,1
9699,RDM Leverock (BMUDA),T,2006-2009,32,19,9,111,20*,11.1,382,29.05,0,0,1
9700,RDM Leverock (BMUDA),SENA,2006-2009,6,4,2,20,8*,10,37,54.05,0,0,0
9701,RE Bryson (SA),H,1997-1997,7,4,3,32,17*,32,25,128,0,0,0
9702,RE Bryson (SA),T,1997-1997,7,4,3,32,17*,32,25,128,0,0,0
9703,RE Bryson (SA),SENA,1997-1997,7,4,3,32,17*,32,25,128,0,0,0
9704,RE Redmond (NZ),A,1973-1973,2,1,0,3,3,3,11,27.27,0,0,0
9705,RE Redmond (NZ),T,1973-1973,2,1,0,3,3,3,11,27.27,0,0,0
9706,RE Redmond (NZ),SENA,1973-1973,2,1,0,3,3,3,11,27.27,0,0,0
9707,RE van der Merwe (NED/SA),H,2009-2019,12,6,2,74,57,18.5,77,96.1,0,1,1
9708,RE van der Merwe (NED/SA),A,2010-2021,4,2,1,22,12,22,18,122.22,0,0,0
9709,RE van der Merwe (NED/SA),T,2009-2021,16,8,3,96,57,19.2,95,101.05,0,1,1
9710,RE van der Merwe (NED/SA),SENA,2009-2021,11,5,2,17,6*,5.66,23,73.91,0,0,1
9711,RE van der Merwe (SA),BIS,2010-2010,2,1,0,12,12,12,11,109.09,0,0,0
9712,Rehan Ahmed (ENG),A,2023-2023,1,1,0,2,2,2,7,28.57,0,0,0
9713,Rehan Ahmed (ENG),T,2023-2023,1,1,0,2,2,2,7,28.57,0,0,0
