ID,Player,Location,Span,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,0
7429,KJ Wright (AUS),S,1979-1979,5,2,0,29,23,14.5,52,55.76,0,0,0
7430,KJJ van Noortwijk (NED),A,1996-1996,1,1,0,33,33,33,89,37.07,0,0,0
7431,KJJ van Noortwijk (NED),N,1996-2003,8,8,2,289,134*,48.16,339,85.25,1,1,1
7432,KJJ van Noortwijk (NED),C,1996-2003,9,9,2,322,134*,46,428,75.23,1,1,1
7433,KJJ van Noortwijk (NED),B,1996-1996,1,1,1,36,36*,-,54,66.66,0,0,0
7434,KJJ van Noortwijk (NED),S,2003-2003,4,4,1,154,134*,51.33,160,96.25,1,0,1
7435,KJJ van Noortwijk (NED),O,1996-1996,4,4,0,132,64,33,214,61.68,0,1,0
7436,KK Ahmed (IND),H,2018-2018,4,1,0,3,3,3,11,27.27,0,0,0
7437,KK Ahmed (IND),A,2019-2019,5,1,0,5,5,5,5,100,0,0,0
7438,KK Ahmed (IND),N,2018-2018,2,1,1,1,1*,-,1,100,0,0,0
7439,KK Ahmed (IND),C,2018-2019,11,3,1,9,5,4.5,17,52.94,0,0,0
7440,KK Ahmed (IND),B,2018-2018,4,1,0,3,3,3,11,27.27,0,0,0
7441,KK Ahmed (IND),S,2019-2019,2,1,0,5,5,5,5,100,0,0,0
7442,KK Ahmed (IND),O,2018-2019,5,1,1,1,1*,-,1,100,0,0,0
7443,KK Nair (IND),A,2016-2016,2,2,0,46,39,23,88,52.27,0,0,0
7444,KK Nair (IND),C,2016-2016,2,2,0,46,39,23,88,52.27,0,0,0
7445,KK Nair (IND),O,2016-2016,2,2,0,46,39,23,88,52.27,0,0,0
7446,KL Rahul (IND),H,2017-2023,20,20,3,833,108,49,927,89.85,2,5,0
7447,KL Rahul (IND),A,2016-2022,25,23,4,732,112,38.52,844,86.72,2,5,2
7448,KL Rahul (IND),N,2018-2019,9,9,1,421,111,52.62,523,80.49,1,3,0
7449,KL Rahul (IND),C,2016-2023,54,52,8,1986,112,45.13,2294,86.57,5,13,2
7450,KL Rahul (IND),B,2017-2023,27,26,3,956,108,41.56,1073,89.09,2,6,0
7451,KL Rahul (IND),S,2018-2022,20,20,3,743,112,43.7,869,85.5,2,5,2
7452,KL Rahul (IND),O,2016-2022,7,6,2,287,100*,71.75,352,81.53,1,2,0
7453,KL Tucker (BMUDA),A,2006-2006,5,5,1,59,34,14.75,118,50,0,0,0
7454,KL Tucker (BMUDA),N,2006-2007,7,7,1,36,13,6,128,28.12,0,0,1
7455,KL Tucker (BMUDA),C,2006-2007,12,12,2,95,34,9.5,246,38.61,0,0,1
7456,KL Tucker (BMUDA),S,2006-2006,2,2,0,9,9,4.5,20,45,0,0,1
7457,KL Tucker (BMUDA),O,2006-2007,10,10,2,86,34,10.75,226,38.05,0,0,0
7458,KLT Arthurton (WI),H,1989-1999,28,23,8,341,76*,22.73,488,69.87,0,1,4
7459,KLT Arthurton (WI),A,1989-1999,39,35,8,778,72,28.81,1117,69.65,0,2,2
7460,KLT Arthurton (WI),N,1988-1999,38,35,4,785,84,25.32,1217,64.5,0,6,6
7461,KLT Arthurton (WI),C,1988-1999,105,93,20,1904,84,26.08,2822,67.46,0,9,12
7462,KLT Arthurton (WI),B,1989-1998,27,25,5,604,72*,30.2,800,75.5,0,3,3
7463,KLT Arthurton (WI),S,1989-1999,35,30,4,575,58*,22.11,980,58.67,0,2,4
7464,KLT Arthurton (WI),O,1988-1999,43,38,11,725,84,26.85,1042,69.57,0,4,5
7465,KM Curran (ZIM),A,1987-1987,1,1,0,0,0,0,1,0,0,0,1
7466,KM Curran (ZIM),N,1983-1987,10,10,0,287,73,28.7,429,66.89,0,2,0
7467,KM Curran (ZIM),C,1983-1987,11,11,0,287,73,26.09,430,66.74,0,2,1
7468,KM Curran (ZIM),B,1987-1987,5,5,0,75,30,15,115,65.21,0,0,1
7469,KM Curran (ZIM),S,1983-1983,6,6,0,212,73,35.33,315,67.3,0,2,0
7470,KM Dabengwa (ZIM),H,2005-2008,11,8,2,142,39,23.66,261,54.4,0,0,1
7471,KM Dabengwa (ZIM),A,2006-2010,22,22,4,344,45,19.11,541,63.58,0,0,2
7472,KM Dabengwa (ZIM),N,2006-2009,4,4,1,28,21*,9.33,49,57.14,0,0,1
7473,KM Dabengwa (ZIM),C,2005-2010,37,34,7,514,45,19.03,851,60.39,0,0,4
7474,KM Dabengwa (ZIM),B,2006-2010,11,11,3,180,32,22.5,340,52.94,0,0,0
7475,KM Dabengwa (ZIM),S,2010-2010,2,2,0,34,28,17,31,109.67,0,0,0
7476,KM Dabengwa (ZIM),O,2005-2009,24,21,4,300,45,17.64,480,62.5,0,0,4
7477,KM Jadhav (IND),H,2014-2019,27,24,6,763,120,42.38,735,103.8,1,3,1
7478,KM Jadhav (IND),A,2015-2020,30,19,8,454,105*,41.27,440,103.18,1,2,1
7479,KM Jadhav (IND),N,2017-2019,16,9,5,172,52,43,192,89.58,0,1,0
7480,KM Jadhav (IND),C,2014-2020,73,52,19,1389,120,42.09,1367,101.6,2,6,2
7481,KM Jadhav (IND),B,2014-2019,31,27,6,827,120,39.38,813,101.72,1,4,2
7482,KM Jadhav (IND),S,2017-2020,22,14,7,268,61*,38.28,289,92.73,0,2,0
7483,KM Jadhav (IND),O,2015-2019,20,11,6,294,105*,58.8,265,110.94,1,0,0
7484,KM Jarvis (ZIM),H,2009-2019,21,11,5,41,12*,6.83,62,66.12,0,0,1
7485,KM Jarvis (ZIM),A,2009-2019,24,19,5,156,37,11.14,251,62.15,0,0,2
7486,KM Jarvis (ZIM),N,2018-2018,4,3,0,25,20,8.33,24,104.16,0,0,1
7487,KM Jarvis (ZIM),C,2009-2019,49,33,10,222,37,9.65,337,65.87,0,0,4
7488,KM Jarvis (ZIM),B,2009-2018,11,7,2,56,37,11.2,91,61.53,0,0,2
7489,KM Jarvis (ZIM),S,2009-2018,7,6,1,32,13,6.4,63,50.79,0,0,0
7490,KM Jarvis (ZIM),O,2009-2019,31,20,7,134,32*,10.3,183,73.22,0,0,2
7491,KMA Paul (WI),H,2018-2022,7,5,2,35,25*,11.66,42,83.33,0,0,1
7492,KMA Paul (WI),A,2018-2022,12,9,2,210,46,30,214,98.13,0,0,0
7493,KMA Paul (WI),N,2018-2019,4,3,1,21,16*,10.5,31,67.74,0,0,1
7494,KMA Paul (WI),C,2018-2022,23,17,5,266,46,22.16,287,92.68,0,0,2
7495,KMA Paul (WI),B,2018-2020,11,8,2,189,46,31.5,203,93.1,0,0,0
7496,KMA Paul (WI),O,2018-2023,19,14,5,131,46*,14.55,127,103.14,0,0,2
7497,KMC Bandara (SL),A,2016-2016,1,1,1,1,1*,-,3,33.33,0,0,0
7498,KMC Bandara (SL),C,2016-2016,1,1,1,1,1*,-,3,33.33,0,0,0
7499,KMC Bandara (SL),S,2016-2016,1,1,1,1,1*,-,3,33.33,0,0,0
7500,KMDN Kulasekara (SL),H,2003-2017,62,41,15,407,39*,15.65,591,68.86,0,0,2
7501,KMDN Kulasekara (SL),A,2004-2017,88,59,16,623,73,14.48,685,90.94,0,3,11
7502,KMDN Kulasekara (SL),N,2006-2016,34,23,6,297,57*,17.47,353,84.13,0,1,0
7503,KMDN Kulasekara (SL),C,2003-2017,184,123,37,1327,73,15.43,1629,81.46,0,4,13
7504,KMDN Kulasekara (SL),B,2003-2017,80,55,18,493,39*,13.32,714,69.04,0,0,5
7505,KMDN Kulasekara (SL),S,2004-2017,68,48,11,588,73,15.89,650,90.46,0,4,8
7506,KMDN Kulasekara (SL),O,2004-2016,36,20,8,246,42*,20.5,265,92.83,0,0,0
7507,KN Amalean (SL),H,1986-1986,6,1,0,9,9,9,19,47.36,0,0,0
7508,KN Amalean (SL),A,1988-1988,1,1,1,0,0*,-,0,-,0,0,0
7509,KN Amalean (SL),N,1988-1988,1,1,0,6,6,6,7,85.71,0,0,0
7510,KN Amalean (SL),C,1986-1988,8,3,1,15,9,7.5,26,57.69,0,0,0
7511,KN Amalean (SL),B,1986-1986,6,1,0,9,9,9,19,47.36,0,0,0
7512,KN Amalean (SL),S,1988-1988,1,1,1,0,0*,-,0,-,0,0,0
7513,KN Amalean (SL),O,1988-1988,1,1,0,6,6,6,7,85.71,0,0,0
7514,KNA Bandara (SL),A,2021-2023,6,5,1,141,55*,35.25,217,64.97,0,2,0
7515,KNA Bandara (SL),C,2021-2023,6,5,1,141,55*,35.25,217,64.97,0,2,0
7516,KNA Bandara (SL),B,2021-2023,3,2,0,18,15,9,55,32.72,0,0,0
7517,KNA Bandara (SL),O,2021-2021,3,3,1,123,55*,61.5,162,75.92,0,2,0
7518,KO Meth (ZIM),H,2006-2011,6,4,0,77,53,19.25,109,70.64,0,1,1
7519,KO Meth (ZIM),A,2006-2012,5,4,0,29,16,7.25,74,39.18,0,0,1
7520,KO Meth (ZIM),C,2006-2012,11,8,0,106,53,13.25,183,57.92,0,1,2
7521,KO Meth (ZIM),B,2010-2010,2,2,0,3,3,1.5,7,42.85,0,0,1
7522,KO Meth (ZIM),S,2012-2012,1,1,0,10,10,10,26,38.46,0,0,0
7523,KO Meth (ZIM),O,2006-2011,8,5,0,93,53,18.6,150,62,0,1,1
7524,KO Otieno (KENYA),H,1996-2009,26,26,1,714,144,28.56,1068,66.85,1,3,3
7525,KO Otieno (KENYA),A,1996-2009,31,29,0,661,120,22.79,1147,57.62,1,4,3
7526,KO Otieno (KENYA),N,1996-2009,33,32,0,641,85,20.03,1346,47.62,0,5,6
7527,KO Otieno (KENYA),C,1996-2009,90,87,1,2016,144,23.44,3561,56.61,2,12,12
7528,KO Otieno (KENYA),B,1996-2006,22,20,0,386,120,19.3,761,50.72,1,1,3
7529,KO Otieno (KENYA),S,1999-2009,23,23,0,444,79,19.3,942,47.13,0,4,5
7530,KO Otieno (KENYA),O,1996-2009,45,44,1,1186,144,27.58,1858,63.83,1,7,4
7531,KOA Powell (WI),H,2009-2018,23,21,0,406,79,19.33,575,70.6,0,4,3
7532,KOA Powell (WI),A,2011-2018,22,22,0,594,83,27,688,86.33,0,5,1
7533,KOA Powell (WI),N,2009-2009,1,1,0,5,5,5,15,33.33,0,0,0
7534,KOA Powell (WI),C,2009-2018,46,44,0,1005,83,22.84,1278,78.63,0,9,4
7535,KOA Powell (WI),B,2011-2018,14,14,0,364,70,26,446,81.61,0,3,1
7536,KOA Powell (WI),S,2009-2014,9,9,0,235,83,26.11,257,91.43,0,2,0
7537,KOA Powell (WI),O,2009-2018,23,21,0,406,79,19.33,575,70.6,0,4,3
7538,KOK Williams (WI),H,2017-2017,3,3,2,3,2*,3,7,42.85,0,0,0
7539,KOK Williams (WI),A,2017-2017,3,2,2,16,16*,-,20,80,0,0,0
7540,KOK Williams (WI),N,2018-2018,2,-,-,-,-,-,-,-,-,-,-
7541,KOK Williams (WI),C,2017-2018,8,5,4,19,16*,19,27,70.37,0,0,0
7542,KOK Williams (WI),S,2017-2017,3,2,2,16,16*,-,20,80,0,0,0
7543,KOK Williams (WI),O,2017-2018,5,3,2,3,2*,3,7,42.85,0,0,0
7544,KP Meiyappan (UAE),H,2019-2023,10,8,0,42,15,5.25,100,42,0,0,3
7545,KP Meiyappan (UAE),A,2022-2023,4,2,2,12,11*,-,38,31.57,0,0,0
7546,KP Meiyappan (UAE),N,2020-2023,9,5,0,57,24,11.4,98,58.16,0,0,1
7547,KP Meiyappan (UAE),C,2019-2023,23,15,2,111,24,8.53,236,47.03,0,0,4
7548,KP Meiyappan (UAE),O,2019-2023,31,22,4,163,24,9.05,333,48.94,0,0,6
7549,KP Pietersen (ENG),H,2005-2013,52,45,6,1201,110*,30.79,1412,85.05,1,7,5
7550,KP Pietersen (ENG),N,2006-2012,17,17,3,816,130,58.28,996,81.92,3,5,0
7551,KP Pietersen (ENG),B,2006-2013,34,34,3,1273,111*,41.06,1480,86.01,1,9,0
7552,KP Pietersen (ENG),O,2004-2012,26,23,4,1010,130,53.15,1187,85.08,4,5,1
7553,KP Pietersen (ENG/ICC),A,2004-2013,67,63,7,2423,116,43.26,2720,89.08,5,13,2
7554,KP Pietersen (ENG/ICC),C,2004-2013,136,125,16,4440,130,40.73,5128,86.58,9,25,7
7555,KP Pietersen (ENG/ICC),S,2005-2013,76,68,9,2157,116,36.55,2461,87.64,4,11,6
7556,KP Walmsley (NZ),A,2003-2003,2,-,-,-,-,-,-,-,-,-,-
7557,KP Walmsley (NZ),C,2003-2003,2,-,-,-,-,-,-,-,-,-,-
7558,KP Walmsley (NZ),O,2003-2003,2,-,-,-,-,-,-,-,-,-,-
7559,KPJ Warnaweera (SL),A,1990-1991,3,2,2,0,0*,-,9,0,0,0,0
7560,KPJ Warnaweera (SL),N,1990-1993,3,1,1,1,1*,-,2,50,0,0,0
7561,KPJ Warnaweera (SL),C,1990-1993,6,3,3,1,1*,-,11,9.09,0,0,0
7562,KPJ Warnaweera (SL),B,1990-1991,3,2,2,0,0*,-,9,0,0,0,0
7563,KPJ Warnaweera (SL),O,1990-1993,3,1,1,1,1*,-,2,50,0,0,0
7564,KR Mayers (WI),H,2022-2022,8,8,0,252,105,31.5,277,90.97,1,1,2
7565,KR Mayers (WI),A,2021-2023,11,10,0,284,120,28.4,315,90.15,1,0,1
7566,KR Mayers (WI),C,2021-2023,19,18,0,536,120,29.77,592,90.54,2,1,3
7567,KR Mayers (WI),B,2021-2021,3,3,0,51,40,17,88,57.95,0,0,1
7568,KR Mayers (WI),S,2023-2023,2,2,0,50,36,25,48,104.16,0,0,0
7569,KR Mayers (WI),O,2022-2023,20,18,0,517,120,28.72,592,87.33,2,2,2
7570,KR Pushpakumara (SL),H,1994-1998,8,-,-,-,-,-,-,-,-,-,-
7571,KR Pushpakumara (SL),A,1994-1999,15,5,3,15,8*,7.5,29,51.72,0,0,1
7572,KR Pushpakumara (SL),N,1994-1998,8,4,2,21,14*,10.5,23,91.3,0,0,1
7573,KR Pushpakumara (SL),C,1994-1999,31,9,5,36,14*,9,52,69.23,0,0,2
7574,KR Pushpakumara (SL),B,1994-1998,10,1,1,3,3*,-,6,50,0,0,0
7575,KR Pushpakumara (SL),S,1994-1998,14,6,3,31,14*,10.33,37,83.78,0,0,1
7576,KR Pushpakumara (SL),O,1994-1999,7,2,1,2,2*,2,9,22.22,0,0,1
7577,KR Rutherford (NZ),H,1986-1995,55,53,5,1613,79,33.6,2513,64.18,0,12,1
7578,KR Rutherford (NZ),A,1985-1994,38,37,2,993,108,28.37,1553,63.94,1,4,4
7579,KR Rutherford (NZ),N,1986-1994,28,25,2,537,102*,23.34,822,65.32,1,2,1
7580,KR Rutherford (NZ),C,1985-1995,121,115,9,3143,108,29.65,4888,64.3,2,18,6
7581,KR Rutherford (NZ),B,1986-1994,18,17,0,553,108,32.52,791,69.91,1,2,0
7582,KR Rutherford (NZ),S,1986-1995,88,83,7,2321,102*,30.53,3624,64.04,1,15,4
7583,KR Rutherford (NZ),O,1985-1992,15,15,2,269,65,20.69,473,56.87,0,1,2
7584,KR Sen (IND),A,2022-2022,1,1,1,2,2*,-,4,50,0,0,0
7585,KR Sen (IND),C,2022-2022,1,1,1,2,2*,-,4,50,0,0,0
7586,KR Sen (IND),B,2022-2022,1,1,1,2,2*,-,4,50,0,0,0
7587,KR Stackpole (AUS),H,1971-1971,1,1,0,13,13,13,15,86.66,0,0,0
7588,KR Stackpole (AUS),A,1972-1974,5,5,0,211,61,42.2,372,56.72,0,3,0
7589,KR Stackpole (AUS),C,1971-1974,6,6,0,224,61,37.33,387,57.88,0,3,0
7590,KR Stackpole (AUS),S,1971-1974,6,6,0,224,61,37.33,387,57.88,0,3,0
7591,Krishna Chandran (UAE),H,2014-2014,4,2,1,53,43,53,83,63.85,0,0,0
7592,Krishna Chandran (UAE),A,2016-2016,1,1,0,15,15,15,27,55.55,0,0,0
7593,Krishna Chandran (UAE),N,2014-2015,7,7,1,66,34,11,164,40.24,0,0,3
7594,Krishna Chandran (UAE),C,2014-2016,12,10,2,134,43,16.75,274,48.9,0,0,3
7595,Krishna Chandran (UAE),S,2015-2015,5,5,0,38,34,7.6,111,34.23,0,0,3
7596,Krishna Chandran (UAE),O,2014-2016,7,5,2,96,43,32,163,58.89,0,0,0
7597,KS Airee (NEPAL),H,2020-2022,2,2,2,27,18*,-,21,128.57,0,0,0
7598,KS Airee (NEPAL),A,2022-2022,1,1,0,0,0,0,3,0,0,0,1
7599,KS Airee (NEPAL),C,2020-2022,3,3,2,27,18*,27,24,112.5,0,0,1
7600,KS Airee (NEPAL),O,2020-2022,3,3,2,27,18*,27,24,112.5,0,0,1
7601,KS Lokuarachchi (SL),H,2003-2007,14,11,1,74,18,7.4,117,63.24,0,0,1
7602,KS Lokuarachchi (SL),A,2004-2006,4,4,2,98,69,49,82,119.51,0,1,1
7603,KS Lokuarachchi (SL),N,2003-2007,3,3,0,38,28,12.66,63,60.31,0,0,0
7604,KS Lokuarachchi (SL),C,2003-2007,21,18,3,210,69,14,262,80.15,0,1,2
7605,KS Lokuarachchi (SL),B,2003-2007,15,12,1,143,69,13,174,82.18,0,1,1
7606,KS Lokuarachchi (SL),O,2003-2007,6,6,2,67,28,16.75,88,76.13,0,0,1
7607,KS More (IND),H,1984-1993,32,21,10,183,42*,16.63,218,83.94,0,0,3
7608,KS More (IND),A,1986-1992,29,20,4,199,32,12.43,322,61.8,0,0,2
7609,KS More (IND),N,1986-1992,33,24,8,181,30,11.31,268,67.53,0,0,0
7610,KS More (IND),C,1984-1993,94,65,22,563,42*,13.09,808,69.67,0,0,5
7611,KS More (IND),B,1984-1993,34,22,10,189,42*,15.75,226,83.62,0,0,3
7612,KS More (IND),S,1986-1992,34,23,7,159,32,9.93,260,61.15,0,0,1
7613,KS More (IND),O,1988-1992,26,20,5,215,32,14.33,322,66.77,0,0,1
7614,KS Williamson (NZ),H,2011-2022,75,74,7,3048,115,45.49,3782,80.59,4,23,1
7615,KS Williamson (NZ),A,2010-2023,62,56,3,2330,145*,43.96,2870,81.18,5,14,3
7616,KS Williamson (NZ),N,2010-2019,24,23,6,1176,148,69.17,1442,81.55,4,5,1
7617,KS Williamson (NZ),C,2010-2023,161,153,16,6554,148,47.83,8094,80.97,13,42,5
7618,KS Williamson (NZ),B,2010-2017,26,22,2,605,118,30.25,819,73.87,2,1,3
7619,KS Williamson (NZ),S,2011-2022,113,111,11,4913,148,49.13,6063,81.03,9,33,2
7620,KS Williamson (NZ),O,2011-2023,22,20,3,1036,123,60.94,1212,85.47,2,8,0
7621,KSC de Silva (SL),H,1997-1998,8,2,1,6,6,6,8,75,0,0,0
7622,KSC de Silva (SL),A,1996-1999,11,4,4,6,3*,-,18,33.33,0,0,0
7623,KSC de Silva (SL),N,1996-2000,19,13,8,27,13*,5.4,66,40.9,0,0,4
7624,KSC de Silva (SL),C,1996-2000,38,19,13,39,13*,6.5,92,42.39,0,0,4
7625,KSC de Silva (SL),B,1997-2000,17,7,4,23,13*,7.66,30,76.66,0,0,2
7626,KSC de Silva (SL),S,1998-1998,1,1,1,0,0*,-,4,0,0,0,0
7627,KSC de Silva (SL),O,1996-1999,20,11,8,16,5*,5.33,58,27.58,0,0,2
7628,KT Sandher (CAN),H,2006-2007,3,3,0,17,12,5.66,62,27.41,0,0,0
7629,KT Sandher (CAN),A,2007-2007,1,1,1,4,4*,-,3,133.33,0,0,0
7630,KT Sandher (CAN),N,2006-2007,11,6,3,14,9,4.66,42,33.33,0,0,1
7631,KT Sandher (CAN),C,2006-2007,15,10,4,35,12,5.83,107,32.71,0,0,1
7632,KT Sandher (CAN),S,2006-2006,4,-,-,-,-,-,-,-,-,-,-
7633,KT Sandher (CAN),O,2006-2007,11,10,4,35,12,5.83,107,32.71,0,0,1
7634,KTGD Prasad (SL),H,2006-2014,9,4,1,36,22,12,29,124.13,0,0,0
7635,KTGD Prasad (SL),A,2006-2015,14,8,5,93,31*,31,117,79.48,0,0,1
7636,KTGD Prasad (SL),N,2012-2012,1,-,-,-,-,-,-,-,-,-,-
7637,KTGD Prasad (SL),C,2006-2015,24,12,6,129,31*,21.5,146,88.35,0,0,1
7638,KTGD Prasad (SL),B,2006-2014,13,6,2,66,30*,16.5,61,108.19,0,0,1
7639,KTGD Prasad (SL),S,2011-2015,9,5,4,55,31*,55,51,107.84,0,0,0
7640,KTGD Prasad (SL),O,2008-2011,2,1,0,8,8,8,34,23.52,0,0,0
7641,KU Carty (WI),H,2022-2022,5,5,0,69,33,13.8,142,48.59,0,0,0
7642,KU Carty (WI),A,2022-2022,4,2,1,76,43*,76,111,68.46,0,0,0
7643,KU Carty (WI),C,2022-2022,9,7,1,145,43*,24.16,253,57.31,0,0,0
7644,KU Carty (WI),O,2022-2023,14,12,2,320,87,32,487,65.7,0,1,0
7645,Kuldeep Yadav (IND),H,2017-2023,36,17,6,106,19,9.63,155,68.38,0,0,2
7646,Kuldeep Yadav (IND),A,2017-2022,33,8,6,35,15,17.5,80,43.75,0,0,0
7647,Kuldeep Yadav (IND),N,2018-2019,12,5,4,15,9,15,18,83.33,0,0,0
7648,Kuldeep Yadav (IND),C,2017-2023,81,30,16,156,19,11.14,253,61.66,0,0,2
7649,Kuldeep Yadav (IND),B,2017-2023,41,18,7,109,19,9.9,158,68.98,0,0,2
7650,Kuldeep Yadav (IND),S,2018-2020,24,7,5,29,15,14.5,71,40.84,0,0,0
7651,Kuldeep Yadav (IND),O,2017-2022,16,5,4,18,9,18,24,75,0,0,0
7652,Kushal Malla (NEPAL),H,2020-2023,13,11,1,380,108,38,336,113.09,1,3,0
7653,Kushal Malla (NEPAL),A,2021-2023,3,3,0,96,60,32,94,102.12,0,1,0
7654,Kushal Malla (NEPAL),N,2021-2023,6,6,1,38,23,7.6,58,65.51,0,0,1
7655,Kushal Malla (NEPAL),C,2020-2023,22,20,2,514,108,28.55,488,105.32,1,4,1
7656,Kushal Malla (NEPAL),O,2020-2023,27,25,2,626,108,27.21,606,103.3,1,4,1
7657,KV Morea (PNG),H,2022-2022,1,1,1,15,15*,-,39,38.46,0,0,0
7658,KV Morea (PNG),A,2021-2023,9,7,3,17,9*,4.25,41,41.46,0,0,1
7659,KV Morea (PNG),N,2021-2023,7,5,2,41,17*,13.66,38,107.89,0,0,0
7660,KV Morea (PNG),C,2021-2023,17,13,6,73,17*,10.42,118,61.86,0,0,1
7661,KV Morea (PNG),O,2021-2023,17,13,6,73,17*,10.42,118,61.86,0,0,1
7662,KV Sharma (IND),H,2014-2014,2,-,-,-,-,-,-,-,-,-,-
7663,KV Sharma (IND),C,2014-2014,2,-,-,-,-,-,-,-,-,-,-
7664,KV Sharma (IND),B,2014-2014,2,-,-,-,-,-,-,-,-,-,-
7665,KW Richardson (AUS),H,2013-2016,5,1,0,0,0,0,1,0,0,0,1
7666,KW Richardson (AUS),A,2014-2020,11,7,3,58,24*,14.5,59,98.3,0,0,1
7667,KW Richardson (AUS),N,2014-2019,9,4,4,17,9*,-,8,212.5,0,0,0
7668,KW Richardson (AUS),C,2013-2020,25,12,7,75,24*,15,68,110.29,0,0,2
7669,KW Richardson (AUS),B,2017-2020,5,2,1,24,24*,24,18,133.33,0,0,1
7670,KW Richardson (AUS),S,2013-2020,12,7,3,35,19,8.75,43,81.39,0,0,1
7671,KW Richardson (AUS),O,2014-2019,8,3,3,16,9*,-,7,228.57,0,0,0
7672,KWR Fletcher (ENG),H,1972-1975,15,13,2,523,131,47.54,781,66.96,1,4,0
7673,KWR Fletcher (ENG),A,1971-1982,9,9,1,234,69,29.25,353,66.28,0,1,0
7674,KWR Fletcher (ENG),C,1971-1982,24,22,3,757,131,39.84,1134,66.75,1,5,0
7675,KWR Fletcher (ENG),B,1981-1982,5,5,0,150,69,30,217,69.12,0,1,0
7676,KWR Fletcher (ENG),S,1971-1975,19,17,3,607,131,43.35,917,66.19,1,4,0
7677,KY Ottley (WI),A,2021-2021,2,2,0,25,24,12.5,52,48.07,0,0,0
7678,KY Ottley (WI),C,2021-2021,2,2,0,25,24,12.5,52,48.07,0,0,0
7679,KY Ottley (WI),B,2021-2021,2,2,0,25,24,12.5,52,48.07,0,0,0
7680,L Balaji (IND),H,2002-2005,5,2,1,17,17*,17,15,113.33,0,0,1
7681,L Balaji (IND),A,2004-2009,16,12,4,96,21*,12,123,78.04,0,0,1
7682,L Balaji (IND),N,2004-2004,9,2,1,7,5*,7,14,50,0,0,0
7683,L Balaji (IND),C,2002-2009,30,16,6,120,21*,12,152,78.94,0,0,2
7684,L Balaji (IND),B,2002-2009,11,6,3,40,17*,13.33,46,86.95,0,0,1
7685,L Balaji (IND),S,2004-2004,12,6,1,33,18,6.6,75,44,0,0,1
7686,L Balaji (IND),O,2004-2004,7,4,2,47,21*,23.5,31,151.61,0,0,0
7687,L Gregory (ENG),H,2021-2021,3,2,0,117,77,58.5,116,100.86,0,1,0
7688,L Gregory (ENG),C,2021-2021,3,2,0,117,77,58.5,116,100.86,0,1,0
7689,L Gregory (ENG),S,2021-2021,3,2,0,117,77,58.5,116,100.86,0,1,0
7690,L Klusener (SA),H,1996-2004,73,53,24,1526,92,52.62,1648,92.59,0,11,2
7691,L Klusener (SA),A,1996-2004,54,48,13,1068,103*,30.51,1258,84.89,1,2,7
7692,L Klusener (SA),N,1996-2004,44,36,13,982,101*,42.69,1071,91.69,1,6,4
7693,L Klusener (SA),C,1996-2004,171,137,50,3576,103*,41.1,3977,89.91,2,19,13
7694,L Klusener (SA),B,1996-2004,21,19,4,408,88*,27.2,466,87.55,0,2,3
7695,L Klusener (SA),S,1996-2004,119,94,39,2573,103*,46.78,2818,91.3,1,15,5
7696,L Klusener (SA),O,1997-2002,31,24,7,595,101*,35,693,85.85,1,2,5
7697,L Louwrens (NAM),H,2022-2022,8,7,0,124,36,17.71,194,63.91,0,0,0
7698,L Louwrens (NAM),A,2022-2023,8,8,0,223,47,27.87,369,60.43,0,0,0
7699,L Louwrens (NAM),N,2022-2023,7,7,0,202,57,28.85,324,62.34,0,3,0
7700,L Louwrens (NAM),C,2022-2023,23,22,0,549,57,24.95,887,61.89,0,3,0
7701,L Louwrens (NAM),O,2022-2023,23,22,0,549,57,24.95,887,61.89,0,3,0
7702,L Ngidi (SA),H,2018-2023,28,11,8,53,15*,17.66,85,62.35,0,0,1
7703,L Ngidi (SA),A,2018-2022,14,5,4,26,19*,26,40,65,0,0,1
7704,L Ngidi (SA),N,2019-2019,3,1,0,1,1,1,6,16.66,0,0,0
7705,L Ngidi (SA),C,2018-2023,45,17,12,80,19*,16,131,61.06,0,0,2
7706,L Ngidi (SA),B,2018-2022,6,2,2,1,1*,-,7,14.28,0,0,0
7707,L Ngidi (SA),S,2018-2023,38,15,10,79,19*,15.8,124,63.7,0,0,2
7708,L Ngidi (SA),O,2021-2021,1,-,-,-,-,-,-,-,-,-,-
7709,L Ronchi (AUS/NZ),A,2008-2017,30,24,1,331,64,14.39,285,116.14,0,1,5
7710,L Ronchi (AUS/NZ),C,2008-2017,85,68,9,1397,170*,23.67,1220,114.5,1,4,7
7711,L Ronchi (AUS/NZ),O,2008-2017,16,11,0,300,64,27.27,252,119.04,0,1,0
7712,L Ronchi (NZ),H,2013-2017,44,34,8,819,170*,31.5,703,116.5,1,2,2
7713,L Ronchi (NZ),N,2013-2017,11,10,0,247,65,24.7,232,106.46,0,1,0
7714,L Ronchi (NZ),B,2013-2016,7,6,1,92,49,18.4,82,112.19,0,0,1
7715,L Ronchi (NZ),S,2013-2017,62,51,8,1005,170*,23.37,886,113.43,1,3,6
7716,L Siaka (PNG),H,2017-2022,6,6,0,114,38,19,175,65.14,0,0,1
7717,L Siaka (PNG),A,2016-2022,15,15,0,312,90,20.8,395,78.98,0,1,1
7718,L Siaka (PNG),N,2014-2022,26,26,0,505,109,19.42,668,75.59,1,1,3
